# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000026 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000205 	            0.0000179 	        27888.0336797 
3 	      1.000 	            0.0000384 	            0.0000179 	        27932.5287521 
4 	      1.500 	            0.0000563 	            0.0000179 	        27932.3632234 
5 	      2.000 	            0.0000742 	            0.0000179 	        27937.6141671 
6 	      2.500 	            0.0000921 	            0.0000179 	        27922.0185397 
7 	      3.000 	            0.0001100 	            0.0000179 	        27932.2088933 
8 	      3.500 	            0.0001279 	            0.0000179 	        27929.2267807 
9 	      4.000 	            0.0001458 	            0.0000179 	        27927.9301023 
10 	      4.500 	            0.0001637 	            0.0000179 	        27928.2556116 
11 	      5.000 	            0.0001816 	            0.0000179 	        27926.4552223 
12 	      5.500 	            0.0001996 	            0.0000179 	        27922.7626551 
13 	      6.000 	            0.0002174 	            0.0000179 	        27928.6542124 
14 	      6.500 	            0.0002354 	            0.0000179 	        27924.6062655 
15 	      7.000 	            0.0002532 	            0.0000179 	        27926.7229143 
16 	      7.500 	            0.0002711 	            0.0000179 	        27928.0755507 
17 	      8.000 	            0.0002891 	            0.0000179 	        27926.8074964 
18 	      8.500 	            0.0003070 	            0.0000179 	        27924.7167391 
19 	      9.000 	            0.0003249 	            0.0000179 	        27926.9210867 
20 	      9.500 	            0.0003428 	            0.0000179 	        27925.6094303 
21 	     10.000 	            0.0003607 	            0.0000179 	        27926.8014054 
22 	     10.500 	            0.0003786 	            0.0000179 	        27926.6526546 
23 	     11.000 	            0.0003965 	            0.0000179 	        27927.4829318 
24 	     11.500 	            0.0004144 	            0.0000179 	        27925.3617565 
25 	     12.000 	            0.0004323 	            0.0000179 	        27926.0340456 
26 	     12.500 	            0.0004502 	            0.0000179 	        27926.2984428 
27 	     13.000 	            0.0004681 	            0.0000179 	        27926.7095272 
28 	     13.500 	            0.0004860 	            0.0000179 	        27925.6302489 
29 	     14.000 	            0.0005039 	            0.0000179 	        27925.9599001 
30 	     14.500 	            0.0005218 	            0.0000179 	        27927.0915800 
31 	     15.000 	            0.0005397 	            0.0000179 	        27927.0173585 
32 	     15.500 	            0.0005576 	            0.0000179 	        27925.2344122 
33 	     16.000 	            0.0005755 	            0.0000179 	        27925.3672470 
34 	     16.500 	            0.0005935 	            0.0000179 	        27925.4077485 
35 	     17.000 	            0.0006113 	            0.0000179 	        27926.7303650 
36 	     17.500 	            0.0006292 	            0.0000179 	        27925.9628843 
37 	     18.000 	            0.0006472 	            0.0000179 	        27924.7376099 
38 	     18.500 	            0.0006651 	            0.0000179 	        27924.3030993 
39 	     19.000 	            0.0006830 	            0.0000179 	        27926.1467914 
40 	     19.500 	            0.0007009 	            0.0000179 	        27925.8804934 
41 	     20.000 	            0.0007187 	            0.0000179 	        27927.1049020 
42 	     20.500 	            0.0007367 	            0.0000179 	        27925.8839211 
43 	     21.000 	            0.0007546 	            0.0000179 	        27926.5687759 
44 	     21.500 	            0.0007725 	            0.0000179 	        27925.5481188 
45 	     22.000 	            0.0007904 	            0.0000179 	        27925.4834985 
46 	     22.500 	            0.0008083 	            0.0000179 	        27925.1425160 
47 	     23.000 	            0.0008262 	            0.0000179 	        27925.8586510 
48 	     23.500 	            0.0008441 	            0.0000179 	        27924.7575894 
49 	     24.000 	            0.0008620 	            0.0000179 	        27926.4969138 
50 	     24.500 	            0.0008799 	            0.0000179 	        27925.3538722 
51 	     25.000 	            0.0008978 	            0.0000179 	        27926.0059629 
52 	     25.500 	            0.0009157 	            0.0000179 	        27925.7455866 
53 	     26.000 	            0.0009336 	            0.0000179 	        27926.1442665 
54 	     26.500 	            0.0009516 	            0.0000180 	        27924.1675936 
55 	     27.000 	            0.0009694 	            0.0000178 	        27926.0626290 
56 	     27.500 	            0.0009874 	            0.0000179 	        27925.5571635 
57 	     28.000 	            0.0010053 	            0.0000179 	        27925.3369172 
58 	     28.500 	            0.0010232 	            0.0000179 	        27924.9587426 
59 	     29.000 	            0.0010411 	            0.0000179 	        27924.5554825 
60 	     29.500 	            0.0010590 	            0.0000179 	        27923.9821040 
61 	     30.000 	            0.0010769 	            0.0000179 	        27925.0979674 
62 	     30.500 	            0.0010948 	            0.0000179 	        27925.0132202 
63 	     31.000 	            0.0011127 	            0.0000179 	        27924.1438227 
64 	     31.500 	            0.0011306 	            0.0000178 	        27925.6190878 
65 	     32.000 	            0.0011485 	            0.0000179 	        27925.6883144 
66 	     32.500 	            0.0011664 	            0.0000179 	        27924.8938835 
67 	     33.000 	            0.0011843 	            0.0000179 	        27925.1437857 
68 	     33.500 	            0.0012022 	            0.0000179 	        27924.8226525 
69 	     34.000 	            0.0012201 	            0.0000179 	        27924.7706634 
70 	     34.500 	            0.0012381 	            0.0000179 	        27924.4811914 
71 	     35.000 	            0.0012560 	            0.0000179 	        27924.5170205 
72 	     35.500 	            0.0012739 	            0.0000179 	        27924.5740109 
73 	     36.000 	            0.0012918 	            0.0000179 	        27924.8566272 
74 	     36.500 	            0.0013096 	            0.0000179 	        27925.3484031 
75 	     37.000 	            0.0013276 	            0.0000179 	        27924.9932651 
76 	     37.500 	            0.0013455 	            0.0000179 	        27924.5009058 
77 	     38.000 	            0.0013634 	            0.0000179 	        27924.1831568 
78 	     38.500 	            0.0013813 	            0.0000179 	        27923.7026675 
79 	     39.000 	            0.0013992 	            0.0000179 	        27924.2893369 
80 	     39.500 	            0.0014171 	            0.0000179 	        27924.2276187 
81 	     40.000 	            0.0014350 	            0.0000179 	        27924.4010569 
82 	     40.500 	            0.0014529 	            0.0000179 	        27924.7008449 
83 	     41.000 	            0.0014709 	            0.0000179 	        27923.9733911 
84 	     41.500 	            0.0014887 	            0.0000179 	        27924.3930228 
85 	     42.000 	            0.0015067 	            0.0000179 	        27924.1977600 
86 	     42.500 	            0.0015246 	            0.0000179 	        27924.0866343 
87 	     43.000 	            0.0015425 	            0.0000179 	        27924.5716391 
88 	     43.500 	            0.0015604 	            0.0000179 	        27924.2469546 
89 	     44.000 	            0.0015783 	            0.0000179 	        27924.4212548 
90 	     44.500 	            0.0015962 	            0.0000179 	        27924.4096098 
91 	     45.000 	            0.0016141 	            0.0000179 	        27924.5095346 
92 	     45.500 	            0.0016320 	            0.0000179 	        27924.6673965 
93 	     46.000 	            0.0016499 	            0.0000179 	        27924.0130941 
94 	     46.500 	            0.0016678 	            0.0000179 	        27924.1262537 
95 	     47.000 	            0.0016857 	            0.0000179 	        27924.7920139 
96 	     47.500 	            0.0017036 	            0.0000179 	        27924.3304740 
97 	     48.000 	            0.0017215 	            0.0000179 	        27924.4084649 
98 	     48.500 	            0.0017394 	            0.0000179 	        27924.6122745 
99 	     49.000 	            0.0017573 	            0.0000179 	        27924.3232211 
100 	     49.500 	            0.0017752 	            0.0000179 	        27924.2573516 
101 	     50.000 	            0.0017931 	            0.0000179 	        27924.5875503 
102 	     50.500 	            0.0018110 	            0.0000179 	        27924.8869014 
103 	     51.000 	            0.0018289 	            0.0000179 	        27924.5144937 
104 	     51.500 	            0.0018469 	            0.0000179 	        27923.8644118 
105 	     52.000 	            0.0018648 	            0.0000179 	        27923.9927626 
106 	     52.500 	            0.0018826 	            0.0000179 	        27924.6905464 
107 	     53.000 	            0.0019006 	            0.0000180 	        27924.0099909 
108 	     53.500 	            0.0019185 	            0.0000179 	        27924.1745618 
109 	     54.000 	            0.0019364 	            0.0000179 	        27924.4676621 
110 	     54.500 	            0.0019543 	            0.0000180 	        27923.7330063 
111 	     55.000 	            0.0019722 	            0.0000179 	        27924.4096669 
112 	     55.500 	            0.0019901 	            0.0000179 	        27924.1108099 
113 	     56.000 	            0.0020080 	            0.0000179 	        27924.3116797 
114 	     56.500 	            0.0020259 	            0.0000179 	        27924.4547807 
115 	     57.000 	            0.0020438 	            0.0000179 	        27924.1932465 
116 	     57.500 	            0.0020617 	            0.0000179 	        27924.5352041 
117 	     58.000 	            0.0020797 	            0.0000179 	        27924.0430292 
118 	     58.500 	            0.0020976 	            0.0000179 	        27923.9538320 
119 	     59.000 	            0.0021155 	            0.0000179 	        27924.2303411 
120 	     59.500 	            0.0021333 	            0.0000179 	        27924.4481405 
121 	     60.000 	            0.0021513 	            0.0000179 	        27923.9649961 
122 	     60.500 	            0.0021692 	            0.0000179 	        27924.4507652 
123 	     61.000 	            0.0021870 	            0.0000179 	        27924.7190146 
124 	     61.500 	            0.0022050 	            0.0000179 	        27924.4834386 
125 	     62.000 	            0.0022229 	            0.0000179 	        27924.3558572 
126 	     62.500 	            0.0022408 	            0.0000179 	        27924.4523448 
127 	     63.000 	            0.0022587 	            0.0000179 	        27924.6731655 
128 	     63.500 	            0.0022766 	            0.0000180 	        27924.0088893 
129 	     64.000 	            0.0022944 	            0.0000178 	        27924.9714394 
130 	     64.500 	            0.0023124 	            0.0000179 	        27924.5768051 
131 	     65.000 	            0.0023303 	            0.0000179 	        27924.4266210 
132 	     65.500 	            0.0023482 	            0.0000179 	        27924.5889814 
133 	     66.000 	            0.0023661 	            0.0000179 	        27924.7021857 
134 	     66.500 	            0.0023841 	            0.0000180 	        27923.9756975 
135 	     67.000 	            0.0024019 	            0.0000178 	        27924.6784825 
136 	     67.500 	            0.0024198 	            0.0000179 	        27924.5070812 
137 	     68.000 	            0.0024378 	            0.0000180 	        27923.9762795 
138 	     68.500 	            0.0024556 	            0.0000179 	        27924.4648947 
139 	     69.000 	            0.0024735 	            0.0000179 	        27924.6694600 
140 	     69.500 	            0.0024914 	            0.0000179 	        27924.6484265 
141 	     70.000 	            0.0025094 	            0.0000179 	        27924.4455372 
142 	     70.500 	            0.0025272 	            0.0000179 	        27924.6074931 
143 	     71.000 	            0.0025452 	            0.0000179 	        27924.6332074 
144 	     71.500 	            0.0025630 	            0.0000179 	        27924.7517948 
145 	     72.000 	            0.0025810 	            0.0000179 	        27924.4656573 
146 	     72.500 	            0.0025989 	            0.0000179 	        27924.3812192 
147 	     73.000 	            0.0026168 	            0.0000179 	        27924.4801133 
148 	     73.500 	            0.0026347 	            0.0000179 	        27924.8802556 
149 	     74.000 	            0.0026526 	            0.0000180 	        27924.3113148 
150 	     74.500 	            0.0026705 	            0.0000179 	        27924.6057160 
151 	     75.000 	            0.0026884 	            0.0000179 	        27924.7765169 
152 	     75.500 	            0.0027063 	            0.0000180 	        27924.3076593 
153 	     76.000 	            0.0027242 	            0.0000179 	        27924.5641270 
154 	     76.500 	            0.0027421 	            0.0000179 	        27924.7374095 
155 	     77.000 	            0.0027600 	            0.0000179 	        27925.2103425 
156 	     77.500 	            0.0027779 	            0.0000180 	        27924.6125759 
157 	     78.000 	            0.0027958 	            0.0000179 	        27924.8098038 
158 	     78.500 	            0.0028137 	            0.0000179 	        27924.4828524 
159 	     79.000 	            0.0028316 	            0.0000179 	        27924.5693171 
160 	     79.500 	            0.0028495 	            0.0000179 	        27924.8224368 
161 	     80.000 	            0.0028674 	            0.0000179 	        27924.8838094 
162 	     80.500 	            0.0028854 	            0.0000180 	        27924.3991783 
163 	     81.000 	            0.0029032 	            0.0000178 	        27925.1990345 
164 	     81.500 	            0.0029211 	            0.0000179 	        27925.0150207 
165 	     82.000 	            0.0029391 	            0.0000180 	        27924.3850528 
166 	     82.500 	            0.0029570 	            0.0000179 	        27924.5626948 
167 	     83.000 	            0.0029749 	            0.0000179 	        27924.6549778 
168 	     83.500 	            0.0029928 	            0.0000179 	        27924.3884579 
169 	     84.000 	            0.0030107 	            0.0000179 	        27924.7647576 
170 	     84.500 	            0.0030286 	            0.0000179 	        27924.6614123 
171 	     85.000 	            0.0030465 	            0.0000179 	        27924.8468710 
172 	     85.500 	            0.0030644 	            0.0000179 	        27924.6673925 
173 	     86.000 	            0.0030823 	            0.0000179 	        27924.7258882 
174 	     86.500 	            0.0031002 	            0.0000179 	        27924.9099862 
175 	     87.000 	            0.0031181 	            0.0000179 	        27924.5737985 
176 	     87.500 	            0.0031360 	            0.0000179 	        27924.6408369 
177 	     88.000 	            0.0031539 	            0.0000179 	        27924.8438312 
178 	     88.500 	            0.0031718 	            0.0000179 	        27924.8751428 
179 	     89.000 	            0.0031898 	            0.0000179 	        27924.5610854 
180 	     89.500 	            0.0032077 	            0.0000179 	        27924.5611331 
181 	     90.000 	            0.0032256 	            0.0000179 	        27924.3947937 
182 	     90.500 	            0.0032435 	            0.0000179 	        27924.6503191 
183 	     91.000 	            0.0032614 	            0.0000179 	        27924.3916275 
184 	     91.500 	            0.0032793 	            0.0000179 	        27924.6808334 
185 	     92.000 	            0.0032972 	            0.0000179 	        27924.7939850 
186 	     92.500 	            0.0033151 	            0.0000180 	        27924.3377458 
187 	     93.000 	            0.0033330 	            0.0000179 	        27924.5160547 
188 	     93.500 	            0.0033509 	            0.0000179 	        27924.6668078 
189 	     94.000 	            0.0033688 	            0.0000179 	        27924.8628911 
190 	     94.500 	            0.0033867 	            0.0000179 	        27925.0581995 
191 	     95.000 	            0.0034046 	            0.0000180 	        27924.6006566 
192 	     95.500 	            0.0034225 	            0.0000179 	        27924.6014636 
193 	     96.000 	            0.0034405 	            0.0000179 	        27924.3257278 
194 	     96.500 	            0.0034583 	            0.0000179 	        27924.6618422 
195 	     97.000 	            0.0034762 	            0.0000179 	        27924.7241702 
196 	     97.500 	            0.0034941 	            0.0000179 	        27924.7189757 
197 	     98.000 	            0.0035120 	            0.0000179 	        27924.6953727 
198 	     98.500 	            0.0035299 	            0.0000179 	        27924.7706794 
199 	     99.000 	            0.0035479 	            0.0000179 	        27924.4215501 
200 	     99.500 	            0.0035658 	            0.0000179 	        27924.5509938 
201 	    100.000 	            0.0035837 	            0.0000179 	        27924.4858426 
202 	    100.500 	            0.0036016 	            0.0000179 	        27924.3253628 
203 	    101.000 	            0.0036195 	            0.0000179 	        27924.4501641 
204 	    101.500 	            0.0036374 	            0.0000179 	        27924.6019896 
205 	    102.000 	            0.0036553 	            0.0000179 	        27924.4972269 
206 	    102.500 	            0.0036732 	            0.0000179 	        27924.5429956 
207 	    103.000 	            0.0036911 	            0.0000179 	        27924.2722381 
208 	    103.500 	            0.0037090 	            0.0000179 	        27924.4330188 
209 	    104.000 	            0.0037269 	            0.0000179 	        27924.4346040 
210 	    104.500 	            0.0037448 	            0.0000179 	        27924.5438184 
211 	    105.000 	            0.0037627 	            0.0000179 	        27924.4773661 
212 	    105.500 	            0.0037806 	            0.0000179 	        27924.5930866 
213 	    106.000 	            0.0037986 	            0.0000179 	        27924.3163215 
