# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000069 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000248 	            0.0000179 	        27941.0344347 
3 	      1.000 	            0.0000427 	            0.0000179 	        27949.6014795 
4 	      1.500 	            0.0000606 	            0.0000179 	        27941.0721450 
5 	      2.000 	            0.0000785 	            0.0000179 	        27938.3178819 
6 	      2.500 	            0.0000964 	            0.0000179 	        27935.8176377 
7 	      3.000 	            0.0001143 	            0.0000179 	        27934.6843718 
8 	      3.500 	            0.0001322 	            0.0000179 	        27929.9862526 
9 	      4.000 	            0.0001501 	            0.0000179 	        27932.6416736 
10 	      4.500 	            0.0001680 	            0.0000179 	        27931.4502318 
11 	      5.000 	            0.0001859 	            0.0000179 	        27931.0862876 
12 	      5.500 	            0.0002038 	            0.0000179 	        27929.4529918 
13 	      6.000 	            0.0002217 	            0.0000179 	        27929.6631210 
14 	      6.500 	            0.0002396 	            0.0000179 	        27928.5696690 
15 	      7.000 	            0.0002575 	            0.0000179 	        27929.7005375 
16 	      7.500 	            0.0002754 	            0.0000179 	        27929.1278172 
17 	      8.000 	            0.0002933 	            0.0000179 	        27929.6121871 
18 	      8.500 	            0.0003113 	            0.0000179 	        27926.1205969 
19 	      9.000 	            0.0003291 	            0.0000179 	        27929.6427457 
20 	      9.500 	            0.0003470 	            0.0000179 	        27927.9813919 
21 	     10.000 	            0.0003649 	            0.0000179 	        27928.4422600 
22 	     10.500 	            0.0003828 	            0.0000179 	        27928.8535890 
23 	     11.000 	            0.0004008 	            0.0000179 	        27928.0954341 
24 	     11.500 	            0.0004187 	            0.0000179 	        27928.3455168 
25 	     12.000 	            0.0004366 	            0.0000179 	        27928.1207043 
26 	     12.500 	            0.0004545 	            0.0000179 	        27927.0236166 
27 	     13.000 	            0.0004724 	            0.0000179 	        27927.4582507 
28 	     13.500 	            0.0004903 	            0.0000179 	        27927.6930978 
