# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000034 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000214 	            0.0000179 	        27902.3022906 
3 	      1.000 	            0.0000392 	            0.0000179 	        27933.7786907 
4 	      1.500 	            0.0000572 	            0.0000179 	        27913.2288205 
5 	      2.000 	            0.0000750 	            0.0000179 	        27929.9000942 
6 	      2.500 	            0.0000930 	            0.0000179 	        27924.0507920 
7 	      3.000 	            0.0001109 	            0.0000179 	        27929.5549253 
8 	      3.500 	            0.0001288 	            0.0000179 	        27923.4990585 
9 	      4.000 	            0.0001467 	            0.0000179 	        27927.4431508 
10 	      4.500 	            0.0001646 	            0.0000179 	        27924.8327251 
11 	      5.000 	            0.0001825 	            0.0000179 	        27929.1025110 
12 	      5.500 	            0.0002004 	            0.0000179 	        27931.1082182 
13 	      6.000 	            0.0002183 	            0.0000179 	        27927.4345282 
14 	      6.500 	            0.0002362 	            0.0000179 	        27925.6519732 
15 	      7.000 	            0.0002541 	            0.0000179 	        27926.9414642 
16 	      7.500 	            0.0002720 	            0.0000179 	        27925.5213116 
17 	      8.000 	            0.0002899 	            0.0000179 	        27928.0222523 
18 	      8.500 	            0.0003078 	            0.0000179 	        27924.8065655 
19 	      9.000 	            0.0003257 	            0.0000179 	        27926.1171265 
20 	      9.500 	            0.0003436 	            0.0000179 	        27926.6234088 
21 	     10.000 	            0.0003615 	            0.0000179 	        27926.9953536 
22 	     10.500 	            0.0003794 	            0.0000179 	        27926.4140689 
23 	     11.000 	            0.0003973 	            0.0000179 	        27926.5283129 
24 	     11.500 	            0.0004152 	            0.0000179 	        27926.5397702 
25 	     12.000 	            0.0004331 	            0.0000179 	        27925.6942531 
26 	     12.500 	            0.0004511 	            0.0000179 	        27925.3597657 
27 	     13.000 	            0.0004689 	            0.0000179 	        27926.9234736 
28 	     13.500 	            0.0004869 	            0.0000179 	        27925.6012768 
29 	     14.000 	            0.0005048 	            0.0000179 	        27926.0436014 
30 	     14.500 	            0.0005226 	            0.0000179 	        27927.2788236 
31 	     15.000 	            0.0005406 	            0.0000179 	        27925.2751670 
32 	     15.500 	            0.0005585 	            0.0000179 	        27926.5295057 
33 	     16.000 	            0.0005764 	            0.0000179 	        27924.8019578 
34 	     16.500 	            0.0005943 	            0.0000179 	        27926.1658147 
35 	     17.000 	            0.0006122 	            0.0000179 	        27925.0460633 
36 	     17.500 	            0.0006301 	            0.0000179 	        27924.8143566 
37 	     18.000 	            0.0006480 	            0.0000178 	        27927.9459871 
38 	     18.500 	            0.0006659 	            0.0000179 	        27926.0942889 
39 	     19.000 	            0.0006838 	            0.0000179 	        27926.6925989 
40 	     19.500 	            0.0007017 	            0.0000179 	        27925.2034101 
41 	     20.000 	            0.0007196 	            0.0000179 	        27925.0094255 
42 	     20.500 	            0.0007375 	            0.0000179 	        27925.1718818 
