        249.779	      1      -10.500	        1.4507092496	        0.0000000069	      184.5550203316	        0.0047804876
        244.980	      2      -10.500	        1.4507093823	        0.0000000056	      184.6465019060	        0.0038342578
        230.766	      3      -10.500	        1.4507097178	        0.0000000095	      184.8778357116	        0.0065618120
        207.684	      4      -10.500	        1.4507110906	        0.0000000086	      185.8242759109	        0.0059324338
        176.621	      5      -10.500	        1.4507135038	        0.0000000086	      187.4880544185	        0.0059606145
        138.770	      6      -10.500	        1.4507157784	        0.0000000121	      189.0562907448	        0.0083576656
         95.586	      7      -10.500	        1.4507155602	        0.0000000126	      188.9058412509	        0.0086528730
         48.729	      8      -10.500	        1.4507140766	        0.0000000101	      187.8829910435	        0.0069792480
         -0.000	      9      -10.500	        1.4507131587	        0.0000000081	      187.2501078942	        0.0055934706
        -48.730	      10     -10.500	        1.4507132980	        0.0000000079	      187.3461515981	        0.0054772876
        -95.587	      11     -10.500	        1.4507134771	        0.0000000102	      187.4696554647	        0.0070545519
       -138.770	      12     -10.500	        1.4507134052	        0.0000000071	      187.4200577009	        0.0049154740
       -176.621	      13     -10.500	        1.4507126982	        0.0000000074	      186.9326715470	        0.0051215503
       -207.684	      14     -10.500	        1.4507121240	        0.0000000084	      186.5367465070	        0.0057637667
       -230.766	      15     -10.500	        1.4507115270	        0.0000000072	      186.1251882155	        0.0049561119
       -244.980	      16     -10.500	        1.4507112406	        0.0000000094	      185.9277011083	        0.0064916965
       -249.779	      17     -10.500	        1.4507116237	        0.0000000074	      186.1918396016	        0.0051139561
       -244.980	      18     -10.500	        1.4507118048	        0.0000000043	      186.3166694747	        0.0029658286
       -230.766	      19     -10.500	        1.4507112840	        0.0000000056	      185.9576488720	        0.0038934831
       -207.684	      20     -10.500	        1.4507105361	        0.0000000057	      185.4420121881	        0.0039634928
       -176.620	      21     -10.500	        1.4507097899	        0.0000000146	      184.9275263730	        0.0100997863
       -138.770	      22     -10.500	        1.4507092568	        0.0000000026	      184.5600058736	        0.0018195007
        -95.586	      23     -10.500	        1.4507092029	        0.0000000046	      184.5228235397	        0.0031705228
        -48.729	      24     -10.500	        1.4507093160	        0.0000000066	      184.6008302674	        0.0045500191
          0.001	      25     -10.500	        1.4507087121	        0.0000000045	      184.1844566906	        0.0031303998
         48.730	      26     -10.500	        1.4507084661	        0.0000000047	      184.0148222775	        0.0032273112
         95.587	      27     -10.500	        1.4507085619	        0.0000000044	      184.0809122506	        0.0030675576
        138.770	      28     -10.500	        1.4507087007	        0.0000000048	      184.1766024616	        0.0032930194
        176.621	      29     -10.500	        1.4507091661	        0.0000000030	      184.4974683098	        0.0020940553
        207.684	      30     -10.500	        1.4507096561	        0.0000000034	      184.8352636072	        0.0023744082
        230.766	      31     -10.500	        1.4507096721	        0.0000000031	      184.8462868446	        0.0021086697
        244.980	      32     -10.500	        1.4507094188	        0.0000000054	      184.6716709892	        0.0037413165
