        248.008	    1          -31.500	        1.4507096478	        0.0000000259	      184.8295627850	        0.0178495001
        243.242	    2          -31.500	        1.4507096755	        0.0000000213	      184.8486382870	        0.0146708377
        229.129	    3          -31.500	        1.4507097142	        0.0000000235	      184.8753376457	        0.0161992110
        206.211	    4          -31.500	        1.4507104675	        0.0000000215	      185.3946880187	        0.0148453450
        175.368	    5          -31.500	        1.4507130079	        0.0000000111	      187.1461441964	        0.0076267522
        137.786	    6          -31.500	        1.4507157315	        0.0000000136	      189.0239359872	        0.0093886154
         94.908	    7          -31.500	        1.4507160560	        0.0000000156	      189.2476534587	        0.0107239704
         48.384	    8          -31.500	        1.4507148877	        0.0000000202	      188.4422162515	        0.0139404873
         -0.000	    9          -31.500	        1.4507141883	        0.0000000095	      187.9599917998	        0.0065611384
        -48.384	    10         -31.500	        1.4507142553	        0.0000000113	      188.0061687248	        0.0078223992
        -94.909	    11         -31.500	        1.4507143759	        0.0000000115	      188.0893292353	        0.0079354943
       -137.786	    12         -31.500	        1.4507141228	        0.0000000169	      187.9148494706	        0.0116430324
       -175.368	    13         -31.500	        1.4507134151	        0.0000000205	      187.4269354867	        0.0141411395
       -206.211	    14         -31.500	        1.4507127175	        0.0000000143	      186.9459548168	        0.0098474436
       -229.129	    15         -31.500	        1.4507123626	        0.0000000123	      186.7012788517	        0.0084727763
       -243.242	    16         -31.500	        1.4507121260	        0.0000000072	      186.5381484494	        0.0049923001
       -248.008	    17         -31.500	        1.4507117597	        0.0000000072	      186.2856251943	        0.0049723190
       -243.242	    18         -31.500	        1.4507111090	        0.0000000040	      185.8369832101	        0.0027432668
       -229.129	    19         -31.500	        1.4507104272	        0.0000000056	      185.3669312737	        0.0038851327
       -206.211	    20         -31.500	        1.4507097447	        0.0000000044	      184.8963378414	        0.0030675807
       -175.368	    21         -31.500	        1.4507091677	        0.0000000035	      184.4985309374	        0.0023842880
       -137.785	    22         -31.500	        1.4507087821	        0.0000000049	      184.2327222690	        0.0033987084
        -94.908	    23         -31.500	        1.4507085012	        0.0000000043	      184.0390359147	        0.0029354202
        -48.383	    24         -31.500	        1.4507082654	        0.0000000110	      183.8764975377	        0.0075699920
          0.001	    25         -31.500	        1.4507077133	        0.0000000033	      183.4958354823	        0.0022835319
         48.384	    26         -31.500	        1.4507077225	        0.0000000093	      183.5021816612	        0.0063925637
         94.909	    27         -31.500	        1.4507082867	        0.0000000049	      183.8911755395	        0.0033667989
        137.786	    28         -31.500	        1.4507089040	        0.0000000036	      184.3167604104	        0.0024648829
        175.368	    29         -31.500	        1.4507095282	        0.0000000055	      184.7470696594	        0.0038193051
        206.211	    30         -31.500	        1.4507099578	        0.0000000036	      185.0433156510	        0.0024770824
        229.129	    31         -31.500	        1.4507099360	        0.0000000028	      185.0282805124	        0.0019298458
        243.242	    32         -31.500	        1.4507097225	        0.0000000023	      184.8810681381	        0.0016153275

