        249.779	      1         10.500	        1.4507080311	        0.0000000110	      183.7149563888	        0.0076012232
        244.980	      2         10.500	        1.4507079426	        0.0000000075	      183.6539325690	        0.0051528762
        230.766	      3         10.500	        1.4507082649	        0.0000000092	      183.8761422028	        0.0063277253
        207.684	      4         10.500	        1.4507098490	        0.0000000208	      184.9682972723	        0.0143663497
        176.621	      5         10.500	        1.4507121397	        0.0000000088	      186.5476171607	        0.0060729605
        138.770	      6         10.500	        1.4507138169	        0.0000000052	      187.7039109249	        0.0035845354
         95.586	      7         10.500	        1.4507129215	        0.0000000151	      187.0866006566	        0.0104106597
         48.729	      8         10.500	        1.4507108826	        0.0000000135	      185.6808561227	        0.0092988522
         -0.000	      9         10.500	        1.4507099407	        0.0000000078	      185.0315240392	        0.0053478243
        -48.730	      10        10.500	        1.4507102377	        0.0000000124	      185.2362379826	        0.0085556529
        -95.587	      11        10.500	        1.4507105837	        0.0000000123	      185.4748403378	        0.0084487859
       -138.770	      12        10.500	        1.4507105763	        0.0000000201	      185.4697386939	        0.0138238392
       -176.621	      13        10.500	        1.4507102179	        0.0000000134	      185.2226335938	        0.0092384019
       -207.684	      14        10.500	        1.4507101995	        0.0000000180	      185.2098950157	        0.0124327804
       -230.766	      15        10.500	        1.4507098146	        0.0000000133	      184.9445526097	        0.0091836255
       -244.980	      16        10.500	        1.4507098363	        0.0000000106	      184.9595555810	        0.0073254303
       -249.779	      17        10.500	        1.4507109987	        0.0000000143	      185.7609501316	        0.0098256358
       -244.980	      18        10.500	        1.4507118877	        0.0000000160	      186.3738413735	        0.0110605547
       -230.766	      19        10.500	        1.4507113321	        0.0000000200	      185.9907949824	        0.0138178582
       -207.684	      20        10.500	        1.4507102043	        0.0000000163	      185.2132606887	        0.0112109314
       -176.620	      21        10.500	        1.4507091746	        0.0000000118	      184.5033428059	        0.0081470969
       -138.770	      22        10.500	        1.4507084649	        0.0000000169	      184.0140197355	        0.0116198084
        -95.586	      23        10.500	        1.4507083205	        0.0000000130	      183.9144728297	        0.0089647350
        -48.729	      24        10.500	        1.4507083917	        0.0000000119	      183.9635650435	        0.0081711842
          0.001	      25        10.500	        1.4507078214	        0.0000000198	      183.5703613456	        0.0136776174
         48.730	      26        10.500	        1.4507074813	        0.0000000066	      183.3358691388	        0.0045182020
         95.587	      27        10.500	        1.4507073594	        0.0000000203	      183.2518141635	        0.0139621224
        138.770	      28        10.500	        1.4507072278	        0.0000000181	      183.1611084650	        0.0124612595
        176.621	      29        10.500	        1.4507075700	        0.0000000161	      183.3970581853	        0.0111011757
        207.684	      30        10.500	        1.4507080729	        0.0000000128	      183.7437576757	        0.0088181006
        230.766	      31        10.500	        1.4507082951	        0.0000000084	      183.8969803588	        0.0057823287
        244.980	      32        10.500	        1.4507082994	        0.0000000131	      183.8998863674	        0.0090039382
