        248.008	   1         -31.500	        1.4507096728	        0.0000000041	      184.8468294951	        0.0027964512
        243.242	   2         -31.500	        1.4507096912	        0.0000000038	      184.8594502671	        0.0026462629
        229.129	   3         -31.500	        1.4507097039	        0.0000000043	      184.8682550408	        0.0029727782
        206.211	   4         -31.500	        1.4507104477	        0.0000000122	      185.3810551110	        0.0083821103
        175.368	   5         -31.500	        1.4507130312	        0.0000000078	      187.1622345995	        0.0054091209
        137.786	   6         -31.500	        1.4507157821	        0.0000000059	      189.0588029817	        0.0040916113
         94.908	   7         -31.500	        1.4507161107	        0.0000000047	      189.2853445501	        0.0032141649
         48.384	   8         -31.500	        1.4507149216	        0.0000000146	      188.4655833054	        0.0100332794
         -0.000	   9         -31.500	        1.4507141976	        0.0000000056	      187.9663997514	        0.0038690083
        -48.384	   10        -31.500	        1.4507142512	        0.0000000049	      188.0033599714	        0.0034011196
        -94.909	   11        -31.500	        1.4507143605	        0.0000000038	      188.0786899836	        0.0026236368
       -137.786	   12        -31.500	        1.4507141238	        0.0000000044	      187.9155335411	        0.0030141602
       -175.368	   13        -31.500	        1.4507134298	        0.0000000038	      187.4370741741	        0.0026398403
       -206.211	   14        -31.500	        1.4507127282	        0.0000000057	      186.9533251748	        0.0039402038
       -229.129	   15        -31.500	        1.4507123640	        0.0000000049	      186.7022548903	        0.0033822788
       -243.242	   16        -31.500	        1.4507121329	        0.0000000151	      186.5428922762	        0.0104262260
       -248.008	   17        -31.500	        1.4507117523	        0.0000000047	      186.2804766174	        0.0032113786
       -243.242	   18        -31.500	        1.4507111583	        0.0000000039	      185.8709888386	        0.0026685070
       -229.129	   19        -31.500	        1.4507104772	        0.0000000038	      185.4013800975	        0.0026223527
       -206.211	   20        -31.500	        1.4507097737	        0.0000000042	      184.9163774478	        0.0029125436
       -175.368	   21        -31.500	        1.4507091966	        0.0000000051	      184.5185167805	        0.0035192299
       -137.785	   22        -31.500	        1.4507088017	        0.0000000062	      184.2462499484	        0.0042521952
        -94.908	   23        -31.500	        1.4507085432	        0.0000000059	      184.0679942708	        0.0040554943
        -48.383	   24        -31.500	        1.4507083275	        0.0000000041	      183.9193135097	        0.0028608739
          0.001	   25        -31.500	        1.4507077999	        0.0000000047	      183.5555569262	        0.0032485367
         48.384	   26        -31.500	        1.4507077878	        0.0000000080	      183.5472178883	        0.0055062912
         94.909	   27        -31.500	        1.4507083136	        0.0000000145	      183.9096862798	        0.0099671258
        137.786	   28        -31.500	        1.4507089001	        0.0000000163	      184.3140875566	        0.0112136292
        175.368	   29        -31.500	        1.4507095238	        0.0000000170	      184.7440373753	        0.0117085262
        206.211	   30        -31.500	        1.4507099697	        0.0000000174	      185.0515137092	        0.0119845541
        229.129	   31        -31.500	        1.4507099468	        0.0000000037	      185.0357167778	        0.0025540132
        243.242	   32        -31.500	        1.4507097203	        0.0000000031	      184.8795200875	        0.0021486672
