# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000089 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000268 	            0.0000179 	        27901.9147666 
3 	      1.000 	            0.0000447 	            0.0000179 	        27904.0867600 
4 	      1.500 	            0.0000626 	            0.0000179 	        27928.5787372 
5 	      2.000 	            0.0000805 	            0.0000179 	        27930.0318474 
6 	      2.500 	            0.0000984 	            0.0000179 	        27920.8801466 
7 	      3.000 	            0.0001163 	            0.0000179 	        27920.5422439 
8 	      3.500 	            0.0001342 	            0.0000179 	        27926.6984546 
9 	      4.000 	            0.0001521 	            0.0000179 	        27923.6994802 
10 	      4.500 	            0.0001700 	            0.0000179 	        27923.2991229 
11 	      5.000 	            0.0001879 	            0.0000179 	        27924.2028410 
12 	      5.500 	            0.0002058 	            0.0000179 	        27929.1588985 
13 	      6.000 	            0.0002237 	            0.0000179 	        27924.8388255 
14 	      6.500 	            0.0002416 	            0.0000179 	        27928.9458532 
15 	      7.000 	            0.0002595 	            0.0000179 	        27925.9571337 
16 	      7.500 	            0.0002775 	            0.0000179 	        27924.8152724 
17 	      8.000 	            0.0002954 	            0.0000179 	        27925.7535032 
18 	      8.500 	            0.0003132 	            0.0000179 	        27926.7090734 
19 	      9.000 	            0.0003312 	            0.0000179 	        27925.4528180 
20 	      9.500 	            0.0003491 	            0.0000179 	        27924.8836369 
21 	     10.000 	            0.0003670 	            0.0000179 	        27924.6462566 
22 	     10.500 	            0.0003849 	            0.0000179 	        27924.8832139 
23 	     11.000 	            0.0004028 	            0.0000179 	        27925.4308865 
24 	     11.500 	            0.0004207 	            0.0000179 	        27925.9328301 
25 	     12.000 	            0.0004386 	            0.0000179 	        27924.1430349 
26 	     12.500 	            0.0004565 	            0.0000179 	        27926.1753288 
27 	     13.000 	            0.0004744 	            0.0000179 	        27924.4769164 
28 	     13.500 	            0.0004923 	            0.0000179 	        27927.1505072 
29 	     14.000 	            0.0005102 	            0.0000179 	        27927.1746764 
30 	     14.500 	            0.0005281 	            0.0000179 	        27926.4822900 
31 	     15.000 	            0.0005460 	            0.0000179 	        27925.3307846 
32 	     15.500 	            0.0005639 	            0.0000179 	        27925.7656154 
33 	     16.000 	            0.0005818 	            0.0000179 	        27925.7645328 
34 	     16.500 	            0.0005998 	            0.0000179 	        27924.7095028 
35 	     17.000 	            0.0006177 	            0.0000179 	        27924.7948900 
36 	     17.500 	            0.0006356 	            0.0000179 	        27925.0903576 
37 	     18.000 	            0.0006535 	            0.0000179 	        27925.2856374 
38 	     18.500 	            0.0006714 	            0.0000179 	        27925.5017381 
39 	     19.000 	            0.0006893 	            0.0000179 	        27924.8607585 
40 	     19.500 	            0.0007072 	            0.0000179 	        27925.1094715 
41 	     20.000 	            0.0007251 	            0.0000179 	        27924.0853521 
42 	     20.500 	            0.0007430 	            0.0000179 	        27925.0074743 
43 	     21.000 	            0.0007609 	            0.0000179 	        27924.6706636 
44 	     21.500 	            0.0007788 	            0.0000179 	        27925.1401758 
45 	     22.000 	            0.0007967 	            0.0000179 	        27924.6403580 
46 	     22.500 	            0.0008146 	            0.0000179 	        27925.1502099 
47 	     23.000 	            0.0008325 	            0.0000179 	        27924.2392784 
48 	     23.500 	            0.0008504 	            0.0000179 	        27925.0536402 
49 	     24.000 	            0.0008683 	            0.0000179 	        27924.4192945 
50 	     24.500 	            0.0008862 	            0.0000179 	        27925.3200257 
51 	     25.000 	            0.0009041 	            0.0000179 	        27924.7332889 
52 	     25.500 	            0.0009220 	            0.0000179 	        27926.1297032 
53 	     26.000 	            0.0009400 	            0.0000180 	        27923.9653488 
54 	     26.500 	            0.0009579 	            0.0000179 	        27924.6513824 
55 	     27.000 	            0.0009758 	            0.0000179 	        27924.4685335 
56 	     27.500 	            0.0009937 	            0.0000179 	        27924.7190236 
57 	     28.000 	            0.0010116 	            0.0000179 	        27924.4455427 
58 	     28.500 	            0.0010295 	            0.0000179 	        27924.5877125 
59 	     29.000 	            0.0010474 	            0.0000179 	        27924.7941902 
60 	     29.500 	            0.0010653 	            0.0000179 	        27925.0831437 
61 	     30.000 	            0.0010832 	            0.0000179 	        27924.1072818 
62 	     30.500 	            0.0011011 	            0.0000179 	        27925.1125955 
63 	     31.000 	            0.0011190 	            0.0000179 	        27924.8431877 
64 	     31.500 	            0.0011369 	            0.0000179 	        27925.5265687 
65 	     32.000 	            0.0011548 	            0.0000179 	        27924.9592932 
66 	     32.500 	            0.0011727 	            0.0000179 	        27925.2169825 
67 	     33.000 	            0.0011906 	            0.0000179 	        27924.8335582 
68 	     33.500 	            0.0012085 	            0.0000179 	        27924.6823095 
69 	     34.000 	            0.0012265 	            0.0000179 	        27923.9140076 
70 	     34.500 	            0.0012444 	            0.0000179 	        27924.5836078 
71 	     35.000 	            0.0012623 	            0.0000179 	        27923.9886727 
72 	     35.500 	            0.0012801 	            0.0000179 	        27925.1540365 
73 	     36.000 	            0.0012981 	            0.0000179 	        27924.5563803 
74 	     36.500 	            0.0013160 	            0.0000179 	        27924.8440395 
75 	     37.000 	            0.0013339 	            0.0000179 	        27924.5035262 
76 	     37.500 	            0.0013518 	            0.0000179 	        27925.0304051 
77 	     38.000 	            0.0013697 	            0.0000179 	        27924.3196633 
78 	     38.500 	            0.0013876 	            0.0000179 	        27923.7639301 
79 	     39.000 	            0.0014055 	            0.0000179 	        27924.1419775 
80 	     39.500 	            0.0014234 	            0.0000179 	        27923.9363365 
81 	     40.000 	            0.0014413 	            0.0000179 	        27924.5354057 
82 	     40.500 	            0.0014592 	            0.0000179 	        27924.9556195 
83 	     41.000 	            0.0014772 	            0.0000180 	        27923.8793371 
84 	     41.500 	            0.0014950 	            0.0000179 	        27924.4359432 
85 	     42.000 	            0.0015129 	            0.0000179 	        27924.4750189 
86 	     42.500 	            0.0015308 	            0.0000179 	        27924.3703152 
87 	     43.000 	            0.0015487 	            0.0000179 	        27924.6025700 
88 	     43.500 	            0.0015666 	            0.0000179 	        27924.6623740 
89 	     44.000 	            0.0015846 	            0.0000179 	        27923.9201243 
90 	     44.500 	            0.0016025 	            0.0000179 	        27924.4459978 
91 	     45.000 	            0.0016204 	            0.0000179 	        27924.4691792 
92 	     45.500 	            0.0016383 	            0.0000179 	        27923.8964046 
93 	     46.000 	            0.0016562 	            0.0000179 	        27923.7402862 
94 	     46.500 	            0.0016741 	            0.0000179 	        27924.1130006 
95 	     47.000 	            0.0016920 	            0.0000179 	        27924.3815547 
96 	     47.500 	            0.0017099 	            0.0000179 	        27924.0861745 
97 	     48.000 	            0.0017278 	            0.0000179 	        27923.9325033 
98 	     48.500 	            0.0017457 	            0.0000179 	        27924.5229500 
99 	     49.000 	            0.0017636 	            0.0000179 	        27924.2535175 
100 	     49.500 	            0.0017815 	            0.0000179 	        27924.3728792 
101 	     50.000 	            0.0017994 	            0.0000179 	        27924.4218180 
102 	     50.500 	            0.0018173 	            0.0000179 	        27924.6564488 
103 	     51.000 	            0.0018353 	            0.0000180 	        27923.8175311 
104 	     51.500 	            0.0018532 	            0.0000179 	        27923.9705337 
105 	     52.000 	            0.0018711 	            0.0000179 	        27924.2497776 
106 	     52.500 	            0.0018889 	            0.0000179 	        27924.5838218 
107 	     53.000 	            0.0019069 	            0.0000179 	        27924.0977864 
108 	     53.500 	            0.0019248 	            0.0000179 	        27924.2594986 
109 	     54.000 	            0.0019427 	            0.0000179 	        27924.1519042 
110 	     54.500 	            0.0019606 	            0.0000179 	        27923.8965775 
111 	     55.000 	            0.0019785 	            0.0000179 	        27924.2142790 
112 	     55.500 	            0.0019964 	            0.0000179 	        27924.0302748 
113 	     56.000 	            0.0020143 	            0.0000179 	        27924.7205410 
114 	     56.500 	            0.0020322 	            0.0000179 	        27924.2467161 
