# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000030 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000209 	            0.0000179 	        27939.0242557 
3 	      1.000 	            0.0000388 	            0.0000179 	        27930.4425607 
4 	      1.500 	            0.0000567 	            0.0000179 	        27932.9009378 
5 	      2.000 	            0.0000747 	            0.0000179 	        27928.6507860 
6 	      2.500 	            0.0000926 	            0.0000179 	        27930.1865048 
7 	      3.000 	            0.0001105 	            0.0000179 	        27925.9563653 
8 	      3.500 	            0.0001284 	            0.0000179 	        27929.3639101 
9 	      4.000 	            0.0001463 	            0.0000179 	        27929.1726756 
10 	      4.500 	            0.0001642 	            0.0000179 	        27929.0930976 
11 	      5.000 	            0.0001821 	            0.0000179 	        27927.4864761 
12 	      5.500 	            0.0002000 	            0.0000179 	        27928.2620573 
13 	      6.000 	            0.0002179 	            0.0000179 	        27928.1023902 
14 	      6.500 	            0.0002358 	            0.0000179 	        27928.6645979 
15 	      7.000 	            0.0002537 	            0.0000179 	        27926.0635606 
16 	      7.500 	            0.0002716 	            0.0000179 	        27928.2198615 
17 	      8.000 	            0.0002895 	            0.0000179 	        27926.8575570 
18 	      8.500 	            0.0003074 	            0.0000179 	        27928.1935905 
19 	      9.000 	            0.0003253 	            0.0000179 	        27928.0006237 
20 	      9.500 	            0.0003432 	            0.0000179 	        27927.7820732 
21 	     10.000 	            0.0003611 	            0.0000179 	        27926.9170112 
22 	     10.500 	            0.0003790 	            0.0000179 	        27926.4983399 
23 	     11.000 	            0.0003969 	            0.0000179 	        27926.7172798 
24 	     11.500 	            0.0004148 	            0.0000179 	        27926.7735196 
25 	     12.000 	            0.0004327 	            0.0000179 	        27926.5617768 
26 	     12.500 	            0.0004506 	            0.0000179 	        27927.2259584 
27 	     13.000 	            0.0004686 	            0.0000179 	        27925.7075717 
28 	     13.500 	            0.0004865 	            0.0000179 	        27926.3662880 
29 	     14.000 	            0.0005044 	            0.0000179 	        27925.9466841 
30 	     14.500 	            0.0005223 	            0.0000179 	        27926.2263904 
31 	     15.000 	            0.0005402 	            0.0000179 	        27926.1028122 
32 	     15.500 	            0.0005581 	            0.0000179 	        27926.9797349 
33 	     16.000 	            0.0005760 	            0.0000179 	        27926.1574694 
34 	     16.500 	            0.0005939 	            0.0000179 	        27927.0066235 
35 	     17.000 	            0.0006118 	            0.0000179 	        27925.3974155 
36 	     17.500 	            0.0006297 	            0.0000179 	        27925.8619663 
37 	     18.000 	            0.0006476 	            0.0000179 	        27926.0190081 
38 	     18.500 	            0.0006655 	            0.0000179 	        27926.3142792 
39 	     19.000 	            0.0006834 	            0.0000179 	        27925.3886869 
40 	     19.500 	            0.0007013 	            0.0000179 	        27926.0980367 
41 	     20.000 	            0.0007192 	            0.0000179 	        27925.8665229 
42 	     20.500 	            0.0007371 	            0.0000179 	        27925.6460602 
43 	     21.000 	            0.0007550 	            0.0000179 	        27925.6113780 
44 	     21.500 	            0.0007729 	            0.0000179 	        27925.5550429 
45 	     22.000 	            0.0007909 	            0.0000179 	        27925.5311677 
46 	     22.500 	            0.0008088 	            0.0000179 	        27925.8313382 
47 	     23.000 	            0.0008267 	            0.0000179 	        27925.4764621 
48 	     23.500 	            0.0008446 	            0.0000179 	        27925.9784501 
49 	     24.000 	            0.0008625 	            0.0000179 	        27925.6569271 
50 	     24.500 	            0.0008804 	            0.0000179 	        27925.2729792 
51 	     25.000 	            0.0008983 	            0.0000179 	        27925.4151078 
52 	     25.500 	            0.0009162 	            0.0000179 	        27925.7175674 
53 	     26.000 	            0.0009341 	            0.0000179 	        27925.6191822 
54 	     26.500 	            0.0009520 	            0.0000179 	        27925.8482143 
