# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000170 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000350 	            0.0000179 	        27900.6819924 
3 	      1.000 	            0.0000528 	            0.0000179 	        27939.5730554 
4 	      1.500 	            0.0000708 	            0.0000179 	        27920.7202991 
5 	      2.000 	            0.0000886 	            0.0000179 	        27930.9809343 
6 	      2.500 	            0.0001066 	            0.0000179 	        27924.8598658 
7 	      3.000 	            0.0001245 	            0.0000179 	        27924.6354996 
8 	      3.500 	            0.0001424 	            0.0000179 	        27923.8520268 
9 	      4.000 	            0.0001603 	            0.0000179 	        27922.8074276 
10 	      4.500 	            0.0001782 	            0.0000179 	        27922.1586262 
11 	      5.000 	            0.0001961 	            0.0000179 	        27925.3636428 
12 	      5.500 	            0.0002140 	            0.0000179 	        27926.9242455 
13 	      6.000 	            0.0002319 	            0.0000179 	        27925.3367913 
14 	      6.500 	            0.0002498 	            0.0000179 	        27925.4421490 
15 	      7.000 	            0.0002677 	            0.0000179 	        27925.3732419 
16 	      7.500 	            0.0002856 	            0.0000179 	        27927.1908089 
17 	      8.000 	            0.0003035 	            0.0000179 	        27926.9113688 
18 	      8.500 	            0.0003214 	            0.0000179 	        27923.2409176 
19 	      9.000 	            0.0003393 	            0.0000179 	        27927.3102808 
20 	      9.500 	            0.0003572 	            0.0000179 	        27925.9155027 
21 	     10.000 	            0.0003751 	            0.0000179 	        27926.9311235 
22 	     10.500 	            0.0003930 	            0.0000179 	        27925.3809234 
23 	     11.000 	            0.0004109 	            0.0000179 	        27926.6910129 
24 	     11.500 	            0.0004288 	            0.0000179 	        27925.3392576 
25 	     12.000 	            0.0004467 	            0.0000179 	        27925.9580317 
26 	     12.500 	            0.0004647 	            0.0000179 	        27925.2826696 
27 	     13.000 	            0.0004825 	            0.0000179 	        27926.6388807 
28 	     13.500 	            0.0005004 	            0.0000179 	        27926.2622732 
29 	     14.000 	            0.0005184 	            0.0000179 	        27925.8497848 
30 	     14.500 	            0.0005363 	            0.0000179 	        27925.5728802 
31 	     15.000 	            0.0005542 	            0.0000179 	        27926.1445146 
32 	     15.500 	            0.0005721 	            0.0000179 	        27925.8574546 
33 	     16.000 	            0.0005900 	            0.0000179 	        27925.1034856 
34 	     16.500 	            0.0006079 	            0.0000179 	        27925.2374427 
35 	     17.000 	            0.0006258 	            0.0000179 	        27926.1842999 
36 	     17.500 	            0.0006437 	            0.0000179 	        27924.9706835 
37 	     18.000 	            0.0006616 	            0.0000179 	        27925.5574091 
38 	     18.500 	            0.0006795 	            0.0000179 	        27925.0333124 
39 	     19.000 	            0.0006974 	            0.0000179 	        27924.8838680 
40 	     19.500 	            0.0007153 	            0.0000179 	        27925.6430460 
41 	     20.000 	            0.0007332 	            0.0000179 	        27926.2203108 
42 	     20.500 	            0.0007512 	            0.0000179 	        27924.4865502 
43 	     21.000 	            0.0007690 	            0.0000179 	        27925.8884017 
44 	     21.500 	            0.0007869 	            0.0000179 	        27925.1750487 
45 	     22.000 	            0.0008048 	            0.0000179 	        27925.2137312 
46 	     22.500 	            0.0008228 	            0.0000179 	        27925.2797875 
47 	     23.000 	            0.0008406 	            0.0000179 	        27925.6077265 
48 	     23.500 	            0.0008586 	            0.0000179 	        27925.2149363 
49 	     24.000 	            0.0008765 	            0.0000179 	        27925.4132154 
50 	     24.500 	            0.0008944 	            0.0000179 	        27924.8633758 
51 	     25.000 	            0.0009123 	            0.0000179 	        27925.4219695 
52 	     25.500 	            0.0009302 	            0.0000179 	        27924.6717846 
53 	     26.000 	            0.0009481 	            0.0000179 	        27925.0434792 
54 	     26.500 	            0.0009660 	            0.0000179 	        27924.8338209 
55 	     27.000 	            0.0009839 	            0.0000179 	        27924.9883108 
56 	     27.500 	            0.0010018 	            0.0000179 	        27925.0527609 
57 	     28.000 	            0.0010197 	            0.0000179 	        27925.4967175 
58 	     28.500 	            0.0010376 	            0.0000179 	        27924.7955667 
59 	     29.000 	            0.0010555 	            0.0000179 	        27924.7948023 
60 	     29.500 	            0.0010734 	            0.0000179 	        27924.6153328 
61 	     30.000 	            0.0010913 	            0.0000179 	        27925.8563622 
62 	     30.500 	            0.0011093 	            0.0000180 	        27924.6081999 
63 	     31.000 	            0.0011272 	            0.0000179 	        27924.8730366 
64 	     31.500 	            0.0011451 	            0.0000179 	        27924.1997753 
65 	     32.000 	            0.0011630 	            0.0000179 	        27924.5426385 
66 	     32.500 	            0.0011809 	            0.0000179 	        27924.5057954 
67 	     33.000 	            0.0011988 	            0.0000179 	        27924.8488716 
68 	     33.500 	            0.0012167 	            0.0000179 	        27924.5180404 
69 	     34.000 	            0.0012346 	            0.0000179 	        27924.8428284 
70 	     34.500 	            0.0012525 	            0.0000179 	        27924.4082742 
71 	     35.000 	            0.0012704 	            0.0000179 	        27924.4073567 
72 	     35.500 	            0.0012883 	            0.0000179 	        27924.3324915 
73 	     36.000 	            0.0013062 	            0.0000179 	        27924.4810804 
74 	     36.500 	            0.0013241 	            0.0000179 	        27924.3452272 
75 	     37.000 	            0.0013420 	            0.0000179 	        27924.3793757 
76 	     37.500 	            0.0013599 	            0.0000179 	        27924.5168129 
77 	     38.000 	            0.0013779 	            0.0000179 	        27924.3162501 
78 	     38.500 	            0.0013958 	            0.0000179 	        27924.4553510 
79 	     39.000 	            0.0014136 	            0.0000179 	        27924.8242243 
80 	     39.500 	            0.0014316 	            0.0000179 	        27924.3089969 
81 	     40.000 	            0.0014495 	            0.0000179 	        27924.4634963 
82 	     40.500 	            0.0014674 	            0.0000179 	        27924.1458644 
83 	     41.000 	            0.0014853 	            0.0000179 	        27924.4510891 
84 	     41.500 	            0.0015032 	            0.0000179 	        27924.3275830 
85 	     42.000 	            0.0015211 	            0.0000179 	        27924.2842204 
86 	     42.500 	            0.0015390 	            0.0000179 	        27924.0361206 
87 	     43.000 	            0.0015569 	            0.0000179 	        27924.1034175 
88 	     43.500 	            0.0015748 	            0.0000179 	        27924.3800587 
89 	     44.000 	            0.0015927 	            0.0000179 	        27924.5634060 
90 	     44.500 	            0.0016106 	            0.0000179 	        27924.2578150 
91 	     45.000 	            0.0016285 	            0.0000179 	        27924.1967071 
92 	     45.500 	            0.0016464 	            0.0000179 	        27924.1831175 
93 	     46.000 	            0.0016643 	            0.0000179 	        27924.3003026 
94 	     46.500 	            0.0016822 	            0.0000179 	        27924.4887257 
95 	     47.000 	            0.0017002 	            0.0000179 	        27924.1854940 
96 	     47.500 	            0.0017181 	            0.0000179 	        27924.3492446 
97 	     48.000 	            0.0017359 	            0.0000179 	        27924.6012442 
98 	     48.500 	            0.0017539 	            0.0000179 	        27924.0382837 
99 	     49.000 	            0.0017718 	            0.0000179 	        27923.9681943 
100 	     49.500 	            0.0017897 	            0.0000179 	        27924.0242013 
101 	     50.000 	            0.0018076 	            0.0000179 	        27924.2033924 
102 	     50.500 	            0.0018255 	            0.0000179 	        27924.4294381 
103 	     51.000 	            0.0018434 	            0.0000179 	        27924.3629742 
104 	     51.500 	            0.0018613 	            0.0000179 	        27924.0066840 
105 	     52.000 	            0.0018792 	            0.0000179 	        27924.2787549 
106 	     52.500 	            0.0018971 	            0.0000179 	        27923.8451972 
107 	     53.000 	            0.0019150 	            0.0000179 	        27924.1370319 
108 	     53.500 	            0.0019329 	            0.0000179 	        27924.0247239 
109 	     54.000 	            0.0019508 	            0.0000179 	        27924.3683751 
110 	     54.500 	            0.0019688 	            0.0000179 	        27924.0852160 
111 	     55.000 	            0.0019866 	            0.0000179 	        27924.2412522 
112 	     55.500 	            0.0020046 	            0.0000179 	        27924.1411825 
113 	     56.000 	            0.0020225 	            0.0000179 	        27924.2112536 
114 	     56.500 	            0.0020404 	            0.0000179 	        27924.2420066 
115 	     57.000 	            0.0020583 	            0.0000179 	        27924.4602889 
116 	     57.500 	            0.0020762 	            0.0000179 	        27924.2417672 
117 	     58.000 	            0.0020941 	            0.0000179 	        27924.3996707 
118 	     58.500 	            0.0021120 	            0.0000179 	        27924.1234812 
119 	     59.000 	            0.0021299 	            0.0000179 	        27924.3300097 
120 	     59.500 	            0.0021478 	            0.0000179 	        27923.9752149 
121 	     60.000 	            0.0021657 	            0.0000179 	        27924.2024853 
122 	     60.500 	            0.0021836 	            0.0000179 	        27924.2291447 
123 	     61.000 	            0.0022015 	            0.0000179 	        27924.6432607 
124 	     61.500 	            0.0022194 	            0.0000179 	        27924.1968153 
125 	     62.000 	            0.0022373 	            0.0000179 	        27924.1978516 
126 	     62.500 	            0.0022552 	            0.0000179 	        27924.1580107 
127 	     63.000 	            0.0022731 	            0.0000179 	        27924.3847475 
128 	     63.500 	            0.0022911 	            0.0000179 	        27924.1179612 
129 	     64.000 	            0.0023089 	            0.0000179 	        27924.3313002 
130 	     64.500 	            0.0023269 	            0.0000179 	        27924.2273962 
131 	     65.000 	            0.0023447 	            0.0000179 	        27924.4796677 
132 	     65.500 	            0.0023627 	            0.0000179 	        27924.2227203 
133 	     66.000 	            0.0023806 	            0.0000179 	        27924.2127234 
134 	     66.500 	            0.0023985 	            0.0000179 	        27924.1878198 
135 	     67.000 	            0.0024164 	            0.0000179 	        27924.4200724 
136 	     67.500 	            0.0024343 	            0.0000179 	        27924.3858537 
137 	     68.000 	            0.0024522 	            0.0000179 	        27924.3700898 
138 	     68.500 	            0.0024701 	            0.0000179 	        27924.5433068 
139 	     69.000 	            0.0024880 	            0.0000179 	        27924.5857417 
140 	     69.500 	            0.0025059 	            0.0000180 	        27923.9240329 
141 	     70.000 	            0.0025238 	            0.0000179 	        27924.3944425 
142 	     70.500 	            0.0025417 	            0.0000179 	        27924.3329817 
