# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000099 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000279 	            0.0000179 	        27867.6643605 
3 	      1.000 	            0.0000458 	            0.0000179 	        27913.7740870 
4 	      1.500 	            0.0000637 	            0.0000179 	        27914.9030318 
5 	      2.000 	            0.0000816 	            0.0000179 	        27921.5241713 
6 	      2.500 	            0.0000995 	            0.0000179 	        27922.3920470 
7 	      3.000 	            0.0001174 	            0.0000179 	        27922.6592527 
8 	      3.500 	            0.0001353 	            0.0000179 	        27921.5781668 
9 	      4.000 	            0.0001532 	            0.0000179 	        27923.8457118 
10 	      4.500 	            0.0001711 	            0.0000179 	        27921.2716539 
11 	      5.000 	            0.0001890 	            0.0000179 	        27922.6554230 
12 	      5.500 	            0.0002069 	            0.0000179 	        27923.1017537 
13 	      6.000 	            0.0002248 	            0.0000179 	        27923.8431199 
14 	      6.500 	            0.0002427 	            0.0000179 	        27922.1812126 
15 	      7.000 	            0.0002606 	            0.0000179 	        27923.6672177 
16 	      7.500 	            0.0002785 	            0.0000179 	        27923.6935801 
17 	      8.000 	            0.0002964 	            0.0000179 	        27924.8678254 
18 	      8.500 	            0.0003143 	            0.0000179 	        27924.8101223 
19 	      9.000 	            0.0003322 	            0.0000179 	        27925.2373017 
20 	      9.500 	            0.0003501 	            0.0000179 	        27925.4345200 
21 	     10.000 	            0.0003680 	            0.0000179 	        27925.0202801 
22 	     10.500 	            0.0003860 	            0.0000179 	        27923.4116617 
23 	     11.000 	            0.0004038 	            0.0000179 	        27925.0907861 
24 	     11.500 	            0.0004218 	            0.0000179 	        27924.1149627 
25 	     12.000 	            0.0004397 	            0.0000179 	        27925.2279052 
26 	     12.500 	            0.0004576 	            0.0000179 	        27924.3415975 
27 	     13.000 	            0.0004755 	            0.0000179 	        27924.6379062 
28 	     13.500 	            0.0004934 	            0.0000179 	        27924.2485351 
29 	     14.000 	            0.0005113 	            0.0000179 	        27924.9185233 
30 	     14.500 	            0.0005292 	            0.0000179 	        27924.5455147 
31 	     15.000 	            0.0005471 	            0.0000179 	        27924.8813196 
32 	     15.500 	            0.0005650 	            0.0000179 	        27924.7117709 
33 	     16.000 	            0.0005829 	            0.0000179 	        27925.6969316 
34 	     16.500 	            0.0006008 	            0.0000179 	        27924.3982549 
35 	     17.000 	            0.0006187 	            0.0000179 	        27924.1012977 
36 	     17.500 	            0.0006366 	            0.0000179 	        27924.3501539 
37 	     18.000 	            0.0006545 	            0.0000179 	        27924.6005077 
38 	     18.500 	            0.0006724 	            0.0000179 	        27924.6318513 
39 	     19.000 	            0.0006903 	            0.0000179 	        27924.8142492 
40 	     19.500 	            0.0007083 	            0.0000179 	        27924.3082056 
41 	     20.000 	            0.0007262 	            0.0000179 	        27924.4116686 
