# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000162 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000341 	            0.0000179 	        27910.2178384 
3 	      1.000 	            0.0000520 	            0.0000179 	        27935.8125737 
4 	      1.500 	            0.0000699 	            0.0000179 	        27919.6623392 
5 	      2.000 	            0.0000878 	            0.0000179 	        27928.3218061 
6 	      2.500 	            0.0001057 	            0.0000179 	        27921.2941243 
7 	      3.000 	            0.0001236 	            0.0000179 	        27928.1716816 
8 	      3.500 	            0.0001415 	            0.0000179 	        27931.6335662 
9 	      4.000 	            0.0001594 	            0.0000179 	        27929.9940312 
10 	      4.500 	            0.0001773 	            0.0000179 	        27925.7817941 
11 	      5.000 	            0.0001952 	            0.0000179 	        27929.3598656 
12 	      5.500 	            0.0002131 	            0.0000180 	        27922.1107176 
13 	      6.000 	            0.0002310 	            0.0000179 	        27925.1870943 
14 	      6.500 	            0.0002489 	            0.0000179 	        27925.0022766 
15 	      7.000 	            0.0002668 	            0.0000179 	        27926.9826157 
16 	      7.500 	            0.0002847 	            0.0000179 	        27925.6528263 
17 	      8.000 	            0.0003026 	            0.0000179 	        27925.6807922 
18 	      8.500 	            0.0003206 	            0.0000179 	        27924.4005834 
19 	      9.000 	            0.0003384 	            0.0000179 	        27925.8329871 
20 	      9.500 	            0.0003563 	            0.0000179 	        27927.3511590 
21 	     10.000 	            0.0003742 	            0.0000179 	        27926.2792658 
22 	     10.500 	            0.0003921 	            0.0000179 	        27928.0808679 
23 	     11.000 	            0.0004100 	            0.0000179 	        27928.4905091 
24 	     11.500 	            0.0004280 	            0.0000179 	        27925.9193246 
25 	     12.000 	            0.0004459 	            0.0000179 	        27925.6593133 
26 	     12.500 	            0.0004638 	            0.0000179 	        27923.8777116 
27 	     13.000 	            0.0004817 	            0.0000179 	        27926.3189545 
28 	     13.500 	            0.0004996 	            0.0000179 	        27925.8299418 
29 	     14.000 	            0.0005175 	            0.0000179 	        27927.6775322 
30 	     14.500 	            0.0005354 	            0.0000179 	        27925.7119159 
31 	     15.000 	            0.0005533 	            0.0000179 	        27926.6770425 
32 	     15.500 	            0.0005712 	            0.0000179 	        27924.7930215 
33 	     16.000 	            0.0005891 	            0.0000179 	        27926.0706442 
34 	     16.500 	            0.0006070 	            0.0000179 	        27925.4376603 
35 	     17.000 	            0.0006249 	            0.0000179 	        27926.6757607 
36 	     17.500 	            0.0006428 	            0.0000179 	        27926.3610955 
37 	     18.000 	            0.0006607 	            0.0000179 	        27926.1564396 
38 	     18.500 	            0.0006786 	            0.0000179 	        27926.3433316 
39 	     19.000 	            0.0006965 	            0.0000179 	        27926.1557241 
40 	     19.500 	            0.0007145 	            0.0000179 	        27924.6793623 
41 	     20.000 	            0.0007324 	            0.0000179 	        27924.6967955 
42 	     20.500 	            0.0007502 	            0.0000179 	        27926.1464437 
43 	     21.000 	            0.0007682 	            0.0000179 	        27925.6551444 
44 	     21.500 	            0.0007861 	            0.0000179 	        27925.4960581 
45 	     22.000 	            0.0008040 	            0.0000179 	        27925.5441506 
46 	     22.500 	            0.0008219 	            0.0000179 	        27924.7075753 
47 	     23.000 	            0.0008398 	            0.0000179 	        27924.5708398 
48 	     23.500 	            0.0008577 	            0.0000179 	        27925.0005462 
49 	     24.000 	            0.0008756 	            0.0000179 	        27925.6600850 
50 	     24.500 	            0.0008935 	            0.0000179 	        27925.1080259 
51 	     25.000 	            0.0009114 	            0.0000179 	        27925.4470811 
52 	     25.500 	            0.0009293 	            0.0000179 	        27924.6654601 
53 	     26.000 	            0.0009472 	            0.0000179 	        27924.8257372 
54 	     26.500 	            0.0009651 	            0.0000179 	        27924.4327251 
55 	     27.000 	            0.0009830 	            0.0000179 	        27924.5377208 
56 	     27.500 	            0.0010009 	            0.0000179 	        27924.9060467 
57 	     28.000 	            0.0010188 	            0.0000179 	        27925.3241250 
58 	     28.500 	            0.0010368 	            0.0000179 	        27924.8863653 
59 	     29.000 	            0.0010546 	            0.0000179 	        27925.2728283 
60 	     29.500 	            0.0010726 	            0.0000179 	        27924.5986799 
61 	     30.000 	            0.0010905 	            0.0000179 	        27924.9088788 
62 	     30.500 	            0.0011084 	            0.0000179 	        27924.0510556 
63 	     31.000 	            0.0011263 	            0.0000179 	        27924.5745523 
64 	     31.500 	            0.0011442 	            0.0000179 	        27924.8492464 
65 	     32.000 	            0.0011621 	            0.0000179 	        27925.0670124 
66 	     32.500 	            0.0011800 	            0.0000180 	        27923.6812430 
67 	     33.000 	            0.0011979 	            0.0000179 	        27924.7762480 
68 	     33.500 	            0.0012158 	            0.0000179 	        27924.3662999 
69 	     34.000 	            0.0012337 	            0.0000179 	        27924.9137669 
70 	     34.500 	            0.0012516 	            0.0000179 	        27925.3889599 
71 	     35.000 	            0.0012695 	            0.0000179 	        27924.4169521 
72 	     35.500 	            0.0012875 	            0.0000179 	        27924.1995793 
73 	     36.000 	            0.0013054 	            0.0000179 	        27924.0660157 
74 	     36.500 	            0.0013233 	            0.0000179 	        27924.5578722 
75 	     37.000 	            0.0013412 	            0.0000179 	        27924.3034474 
76 	     37.500 	            0.0013591 	            0.0000179 	        27924.6504311 
77 	     38.000 	            0.0013770 	            0.0000179 	        27924.5221699 
78 	     38.500 	            0.0013949 	            0.0000179 	        27923.9061308 
79 	     39.000 	            0.0014128 	            0.0000179 	        27924.0676682 
80 	     39.500 	            0.0014307 	            0.0000179 	        27924.3092806 
81 	     40.000 	            0.0014486 	            0.0000179 	        27924.3218450 
82 	     40.500 	            0.0014665 	            0.0000179 	        27924.4000446 
83 	     41.000 	            0.0014844 	            0.0000179 	        27924.0434053 
84 	     41.500 	            0.0015023 	            0.0000179 	        27924.1700937 
85 	     42.000 	            0.0015202 	            0.0000179 	        27924.4023228 
86 	     42.500 	            0.0015381 	            0.0000179 	        27924.2201741 
87 	     43.000 	            0.0015560 	            0.0000179 	        27924.2298044 
88 	     43.500 	            0.0015739 	            0.0000179 	        27924.2795450 
89 	     44.000 	            0.0015918 	            0.0000179 	        27924.3619632 
90 	     44.500 	            0.0016097 	            0.0000179 	        27924.3243251 
91 	     45.000 	            0.0016277 	            0.0000179 	        27924.2625344 
92 	     45.500 	            0.0016456 	            0.0000180 	        27923.4800813 
93 	     46.000 	            0.0016635 	            0.0000179 	        27924.2234228 
94 	     46.500 	            0.0016814 	            0.0000179 	        27923.8414955 
95 	     47.000 	            0.0016993 	            0.0000179 	        27923.9174192 
96 	     47.500 	            0.0017172 	            0.0000179 	        27924.2510896 
97 	     48.000 	            0.0017351 	            0.0000179 	        27924.2631631 
