         64.636	               0.000	            -241.500	        1.4638393981	        0.0000000123	      135.2174994125	        0.0076341550
         59.715	              24.735	            -241.500	        1.4638356348	        0.0000000158	      132.6462887873	        0.0071613045
         45.704	              45.704	            -241.500	        1.4638366508	        0.0000000097	      133.3404839671	        0.0188199676
         24.735	              59.715	            -241.500	        1.4638364828	        0.0000000167	      133.2257122479	        0.0078531747
         -0.000	              64.636	            -241.500	        1.4638353223	        0.0000000150	      132.4328300590	        0.0095661478
        -24.735	              59.715	            -241.500	        1.4638335501	        0.0000000176	      131.2219809329	        0.0100413670
        -45.704	              45.704	            -241.500	        1.4638312102	        0.0000000302	      129.6233250794	        0.0079595002
        -59.715	              24.735	            -241.500	        1.4638285192	        0.0000000184	      127.7847663469	        0.0064833651
        -64.636	              -0.000	            -241.500	        1.4638260127	        0.0000000083	      126.0722331063	        0.0099951795
        -59.715	             -24.735	            -241.500	        1.4638241617	        0.0000000144	      124.8075550490	        0.0104031907
        -45.704	             -45.704	            -241.500	        1.4638232698	        0.0000000099	      124.1982101532	        0.0071703586
        -24.735	             -59.715	            -241.500	        1.4638233805	        0.0000000107	      124.2738224700	        0.0137124201
          0.000	             -64.636	            -241.500	        1.4638243110	        0.0000000071	      124.9096051655	        0.0109837414
         24.735	             -59.715	            -241.500	        1.4638258663	        0.0000000152	      125.9722010826	        0.0133234308
         45.704	             -45.704	            -241.500	        1.4638280668	        0.0000000134	      127.4756452111	        0.0100437987
         59.715	             -24.735	            -241.500	        1.4638308275	        0.0000000102	      129.3618012973	        0.0117301049
