        249.779	    1          10.500	        1.4507080108	        0.0000000178	      183.7009624793	        0.0122672232
        244.980	    2          10.500	        1.4507078943	        0.0000000139	      183.6206183855	        0.0095700260
        230.766	    3          10.500	        1.4507082470	        0.0000000119	      183.8638063964	        0.0082018344
        207.684	    4          10.500	        1.4507098314	        0.0000000178	      184.9561615884	        0.0122689556
        176.621	    5          10.500	        1.4507121346	        0.0000000223	      186.5440471130	        0.0153822380
        138.770	    6          10.500	        1.4507138064	        0.0000000186	      187.6966750356	        0.0128327437
         95.586	    7          10.500	        1.4507129579	        0.0000000162	      187.1117204100	        0.0111413574
         48.729	    8          10.500	        1.4507109141	        0.0000000138	      185.7025801177	        0.0095169180
         -0.000	    9          10.500	        1.4507099778	        0.0000000126	      185.0570454145	        0.0087104392
        -48.730	    10         10.500	        1.4507102935	        0.0000000122	      185.2747060327	        0.0084364080
        -95.587	    11         10.500	        1.4507106290	        0.0000000132	      185.5060222360	        0.0091263462
       -138.770	    12         10.500	        1.4507105890	        0.0000000095	      185.4784993829	        0.0065301429
       -176.621	    13         10.500	        1.4507102530	        0.0000000142	      185.2468299233	        0.0098238752
       -207.684	    14         10.500	        1.4507101924	        0.0000000154	      185.2050655059	        0.0106260955
       -230.766	    15         10.500	        1.4507098338	        0.0000000126	      184.9578244410	        0.0086609813
       -244.980	    16         10.500	        1.4507098509	        0.0000000105	      184.9695814219	        0.0072642379
       -249.779	    17         10.500	        1.4507110354	        0.0000000146	      185.7862389373	        0.0100805271
       -244.980	    18         10.500	        1.4507119393	        0.0000000212	      186.4094379926	        0.0146030883
       -230.766	    19         10.500	        1.4507113439	        0.0000000262	      185.9989495025	        0.0180392061
       -207.684	    20         10.500	        1.4507102358	        0.0000000099	      185.2349243236	        0.0068058426
       -176.620	    21         10.500	        1.4507091764	        0.0000000154	      184.5045610471	        0.0106287549
       -138.770	    22         10.500	        1.4507084291	        0.0000000165	      183.9893029699	        0.0113734652
        -95.586	    23         10.500	        1.4507082342	        0.0000000090	      183.8549476977	        0.0062354682
        -48.729	    24         10.500	        1.4507083645	        0.0000000087	      183.9447759717	        0.0059920125
          0.001	    25         10.500	        1.4507077336	        0.0000000183	      183.5098174830	        0.0126277166
         48.730	    26         10.500	        1.4507074218	        0.0000000112	      183.2948827620	        0.0077094512
         95.587	    27         10.500	        1.4507073423	        0.0000000070	      183.2400648014	        0.0048127926
        138.770	    28         10.500	        1.4507072079	        0.0000000155	      183.1474096846	        0.0106695072
        176.621	    29         10.500	        1.4507075346	        0.0000000127	      183.3726301848	        0.0087276633
        207.684	    30         10.500	        1.4507080776	        0.0000000157	      183.7469604106	        0.0107928608
        230.766	    31         10.500	        1.4507083095	        0.0000000151	      183.9068707820	        0.0104401744
        244.980	    32         10.500	        1.4507083271	        0.0000000230	      183.9190008690	        0.0158419563
