# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000120 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000300 	            0.0000179 	        27916.0888832 
3 	      1.000 	            0.0000478 	            0.0000179 	        27926.6274469 
4 	      1.500 	            0.0000658 	            0.0000179 	        27921.0720549 
5 	      2.000 	            0.0000837 	            0.0000179 	        27924.3819995 
6 	      2.500 	            0.0001016 	            0.0000179 	        27922.5198253 
7 	      3.000 	            0.0001195 	            0.0000179 	        27922.9846809 
8 	      3.500 	            0.0001374 	            0.0000179 	        27925.4974272 
9 	      4.000 	            0.0001553 	            0.0000179 	        27924.4605912 
10 	      4.500 	            0.0001732 	            0.0000179 	        27927.8006025 
11 	      5.000 	            0.0001911 	            0.0000179 	        27926.2864664 
12 	      5.500 	            0.0002090 	            0.0000179 	        27926.7044130 
13 	      6.000 	            0.0002269 	            0.0000179 	        27924.5031189 
14 	      6.500 	            0.0002448 	            0.0000179 	        27928.1445867 
15 	      7.000 	            0.0002627 	            0.0000179 	        27925.2419378 
16 	      7.500 	            0.0002806 	            0.0000179 	        27924.6517703 
17 	      8.000 	            0.0002985 	            0.0000179 	        27925.0437389 
18 	      8.500 	            0.0003164 	            0.0000179 	        27927.0411914 
19 	      9.000 	            0.0003343 	            0.0000179 	        27925.4383718 
20 	      9.500 	            0.0003522 	            0.0000179 	        27926.3383490 
21 	     10.000 	            0.0003701 	            0.0000179 	        27925.0447423 
22 	     10.500 	            0.0003880 	            0.0000179 	        27925.4087155 
23 	     11.000 	            0.0004059 	            0.0000179 	        27926.0030700 
24 	     11.500 	            0.0004238 	            0.0000179 	        27926.0204514 
25 	     12.000 	            0.0004418 	            0.0000179 	        27924.8523621 
26 	     12.500 	            0.0004597 	            0.0000179 	        27925.7058751 
27 	     13.000 	            0.0004776 	            0.0000179 	        27924.6577739 
28 	     13.500 	            0.0004955 	            0.0000179 	        27925.5874708 
29 	     14.000 	            0.0005134 	            0.0000179 	        27924.9399694 
30 	     14.500 	            0.0005313 	            0.0000179 	        27925.9309739 
31 	     15.000 	            0.0005492 	            0.0000179 	        27925.0858533 
32 	     15.500 	            0.0005671 	            0.0000179 	        27924.9294549 
33 	     16.000 	            0.0005850 	            0.0000179 	        27925.1254793 
34 	     16.500 	            0.0006029 	            0.0000179 	        27924.7312394 
35 	     17.000 	            0.0006208 	            0.0000179 	        27924.7289155 
36 	     17.500 	            0.0006387 	            0.0000179 	        27925.4473317 
37 	     18.000 	            0.0006566 	            0.0000179 	        27925.1340576 
38 	     18.500 	            0.0006745 	            0.0000179 	        27925.3736222 
39 	     19.000 	            0.0006924 	            0.0000179 	        27925.3261520 
40 	     19.500 	            0.0007103 	            0.0000179 	        27925.3381397 
41 	     20.000 	            0.0007282 	            0.0000179 	        27925.0544713 
42 	     20.500 	            0.0007461 	            0.0000179 	        27925.2223902 
43 	     21.000 	            0.0007641 	            0.0000179 	        27924.8314388 
44 	     21.500 	            0.0007820 	            0.0000179 	        27925.0743725 
45 	     22.000 	            0.0007999 	            0.0000179 	        27924.8138874 
46 	     22.500 	            0.0008178 	            0.0000179 	        27924.7177666 
47 	     23.000 	            0.0008357 	            0.0000179 	        27924.9731139 
48 	     23.500 	            0.0008536 	            0.0000179 	        27925.2115978 
49 	     24.000 	            0.0008715 	            0.0000179 	        27924.3643529 
50 	     24.500 	            0.0008894 	            0.0000179 	        27924.7797722 
51 	     25.000 	            0.0009073 	            0.0000179 	        27924.6974044 
52 	     25.500 	            0.0009252 	            0.0000179 	        27924.4416284 
53 	     26.000 	            0.0009431 	            0.0000179 	        27924.4962830 
54 	     26.500 	            0.0009610 	            0.0000179 	        27924.7639830 
55 	     27.000 	            0.0009789 	            0.0000179 	        27924.4064846 
56 	     27.500 	            0.0009968 	            0.0000179 	        27925.0221131 
57 	     28.000 	            0.0010147 	            0.0000179 	        27924.3845974 
58 	     28.500 	            0.0010326 	            0.0000179 	        27924.6891029 
59 	     29.000 	            0.0010506 	            0.0000179 	        27924.2171164 
60 	     29.500 	            0.0010684 	            0.0000179 	        27924.8669919 
61 	     30.000 	            0.0010864 	            0.0000179 	        27924.2509602 
62 	     30.500 	            0.0011043 	            0.0000179 	        27924.4668908 
63 	     31.000 	            0.0011222 	            0.0000179 	        27924.4488790 
64 	     31.500 	            0.0011401 	            0.0000179 	        27924.4256713 
65 	     32.000 	            0.0011580 	            0.0000179 	        27924.2247906 
66 	     32.500 	            0.0011759 	            0.0000179 	        27924.4993337 
67 	     33.000 	            0.0011938 	            0.0000179 	        27924.3141133 
68 	     33.500 	            0.0012117 	            0.0000179 	        27924.6103863 
69 	     34.000 	            0.0012296 	            0.0000179 	        27924.1710142 
70 	     34.500 	            0.0012475 	            0.0000179 	        27924.7353676 
71 	     35.000 	            0.0012654 	            0.0000179 	        27924.4774114 
72 	     35.500 	            0.0012833 	            0.0000179 	        27924.3006375 
73 	     36.000 	            0.0013013 	            0.0000179 	        27924.0234625 
74 	     36.500 	            0.0013191 	            0.0000179 	        27924.3624178 
