# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000091 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000270 	            0.0000179 	        27911.1558702 
3 	      1.000 	            0.0000449 	            0.0000179 	        27936.9727534 
4 	      1.500 	            0.0000628 	            0.0000179 	        27923.3020517 
5 	      2.000 	            0.0000807 	            0.0000179 	        27928.5816341 
6 	      2.500 	            0.0000986 	            0.0000179 	        27928.4238936 
7 	      3.000 	            0.0001165 	            0.0000179 	        27933.0879359 
8 	      3.500 	            0.0001344 	            0.0000179 	        27924.5050914 
9 	      4.000 	            0.0001523 	            0.0000179 	        27927.6514775 
10 	      4.500 	            0.0001702 	            0.0000179 	        27923.1812173 
11 	      5.000 	            0.0001881 	            0.0000179 	        27926.7337041 
12 	      5.500 	            0.0002060 	            0.0000179 	        27926.2909834 
13 	      6.000 	            0.0002239 	            0.0000179 	        27928.7803559 
14 	      6.500 	            0.0002418 	            0.0000179 	        27927.1131094 
15 	      7.000 	            0.0002597 	            0.0000179 	        27929.8350626 
16 	      7.500 	            0.0002776 	            0.0000179 	        27925.7948093 
17 	      8.000 	            0.0002955 	            0.0000179 	        27926.6361454 
18 	      8.500 	            0.0003135 	            0.0000179 	        27924.7021247 
19 	      9.000 	            0.0003313 	            0.0000179 	        27929.2486983 
20 	      9.500 	            0.0003492 	            0.0000179 	        27926.6532853 
21 	     10.000 	            0.0003671 	            0.0000179 	        27927.2910961 
22 	     10.500 	            0.0003851 	            0.0000179 	        27924.0995037 
23 	     11.000 	            0.0004030 	            0.0000179 	        27927.0787256 
24 	     11.500 	            0.0004209 	            0.0000179 	        27926.7261422 
25 	     12.000 	            0.0004388 	            0.0000179 	        27925.0857210 
26 	     12.500 	            0.0004567 	            0.0000179 	        27926.2155002 
27 	     13.000 	            0.0004746 	            0.0000179 	        27926.7486144 
28 	     13.500 	            0.0004925 	            0.0000179 	        27925.1956494 
29 	     14.000 	            0.0005104 	            0.0000179 	        27925.8886187 
30 	     14.500 	            0.0005283 	            0.0000179 	        27926.0520356 
31 	     15.000 	            0.0005462 	            0.0000179 	        27926.9823046 
32 	     15.500 	            0.0005641 	            0.0000179 	        27926.5020755 
33 	     16.000 	            0.0005820 	            0.0000179 	        27926.4049000 
34 	     16.500 	            0.0005999 	            0.0000179 	        27926.4305448 
35 	     17.000 	            0.0006178 	            0.0000179 	        27926.6421522 
36 	     17.500 	            0.0006357 	            0.0000179 	        27927.0672153 
37 	     18.000 	            0.0006536 	            0.0000179 	        27925.6569200 
38 	     18.500 	            0.0006715 	            0.0000179 	        27925.4455343 
39 	     19.000 	            0.0006894 	            0.0000179 	        27925.8114270 
40 	     19.500 	            0.0007073 	            0.0000179 	        27926.3191754 
41 	     20.000 	            0.0007253 	            0.0000179 	        27925.8118546 
42 	     20.500 	            0.0007432 	            0.0000179 	        27924.7685954 
43 	     21.000 	            0.0007611 	            0.0000179 	        27925.3542681 
44 	     21.500 	            0.0007790 	            0.0000179 	        27925.8585624 
45 	     22.000 	            0.0007969 	            0.0000179 	        27926.0494463 
46 	     22.500 	            0.0008148 	            0.0000179 	        27924.9943128 
47 	     23.000 	            0.0008327 	            0.0000179 	        27925.7697715 
48 	     23.500 	            0.0008506 	            0.0000179 	        27925.2508793 
49 	     24.000 	            0.0008685 	            0.0000179 	        27925.2100961 
50 	     24.500 	            0.0008864 	            0.0000179 	        27925.2625112 
51 	     25.000 	            0.0009043 	            0.0000179 	        27925.1718056 
52 	     25.500 	            0.0009222 	            0.0000179 	        27925.2221701 
53 	     26.000 	            0.0009401 	            0.0000179 	        27925.5597606 
54 	     26.500 	            0.0009580 	            0.0000179 	        27924.7375086 
55 	     27.000 	            0.0009760 	            0.0000179 	        27924.0571601 
56 	     27.500 	            0.0009938 	            0.0000179 	        27925.0842015 
57 	     28.000 	            0.0010118 	            0.0000179 	        27924.9909746 
58 	     28.500 	            0.0010297 	            0.0000179 	        27925.2184711 
59 	     29.000 	            0.0010476 	            0.0000179 	        27924.8472586 
60 	     29.500 	            0.0010654 	            0.0000179 	        27925.6288131 
61 	     30.000 	            0.0010834 	            0.0000179 	        27925.2818803 
62 	     30.500 	            0.0011013 	            0.0000179 	        27925.1842208 
63 	     31.000 	            0.0011191 	            0.0000179 	        27925.9928872 
64 	     31.500 	            0.0011371 	            0.0000180 	        27924.8205029 
65 	     32.000 	            0.0011550 	            0.0000179 	        27925.0869229 
66 	     32.500 	            0.0011729 	            0.0000179 	        27924.0978332 
67 	     33.000 	            0.0011908 	            0.0000179 	        27924.8755623 
68 	     33.500 	            0.0012087 	            0.0000179 	        27924.7922817 
69 	     34.000 	            0.0012266 	            0.0000179 	        27925.3378208 
70 	     34.500 	            0.0012445 	            0.0000179 	        27924.3965512 
71 	     35.000 	            0.0012625 	            0.0000179 	        27923.9298198 
72 	     35.500 	            0.0012803 	            0.0000179 	        27924.8360735 
73 	     36.000 	            0.0012982 	            0.0000179 	        27925.0363445 
74 	     36.500 	            0.0013162 	            0.0000179 	        27924.4886282 
75 	     37.000 	            0.0013341 	            0.0000179 	        27924.6401469 
76 	     37.500 	            0.0013520 	            0.0000179 	        27924.4420991 
77 	     38.000 	            0.0013699 	            0.0000179 	        27924.8439018 
78 	     38.500 	            0.0013878 	            0.0000179 	        27924.9208031 
79 	     39.000 	            0.0014057 	            0.0000180 	        27923.8646615 
80 	     39.500 	            0.0014236 	            0.0000179 	        27924.7848460 
81 	     40.000 	            0.0014415 	            0.0000179 	        27925.2143957 
82 	     40.500 	            0.0014594 	            0.0000179 	        27924.7561269 
83 	     41.000 	            0.0014773 	            0.0000179 	        27924.5840094 
84 	     41.500 	            0.0014952 	            0.0000179 	        27924.2385685 
85 	     42.000 	            0.0015131 	            0.0000179 	        27924.4452789 
86 	     42.500 	            0.0015311 	            0.0000180 	        27923.5185912 
87 	     43.000 	            0.0015489 	            0.0000178 	        27924.5724705 
88 	     43.500 	            0.0015669 	            0.0000179 	        27924.1889063 
89 	     44.000 	            0.0015847 	            0.0000179 	        27924.8355419 
90 	     44.500 	            0.0016027 	            0.0000179 	        27924.1995917 
91 	     45.000 	            0.0016206 	            0.0000179 	        27924.1788063 
92 	     45.500 	            0.0016385 	            0.0000179 	        27924.1200104 
93 	     46.000 	            0.0016564 	            0.0000179 	        27924.7868631 
94 	     46.500 	            0.0016743 	            0.0000179 	        27924.1688508 
95 	     47.000 	            0.0016922 	            0.0000179 	        27924.4173635 
96 	     47.500 	            0.0017101 	            0.0000179 	        27924.3608024 
97 	     48.000 	            0.0017280 	            0.0000179 	        27923.8858033 
98 	     48.500 	            0.0017459 	            0.0000179 	        27924.1028066 
99 	     49.000 	            0.0017638 	            0.0000179 	        27924.5783162 
100 	     49.500 	            0.0017817 	            0.0000179 	        27924.2289492 
101 	     50.000 	            0.0017996 	            0.0000179 	        27924.7104873 
102 	     50.500 	            0.0018175 	            0.0000179 	        27924.3827782 
103 	     51.000 	            0.0018354 	            0.0000179 	        27924.4474976 
104 	     51.500 	            0.0018533 	            0.0000179 	        27924.6162636 
105 	     52.000 	            0.0018713 	            0.0000179 	        27924.2113820 
106 	     52.500 	            0.0018892 	            0.0000179 	        27924.3264094 
107 	     53.000 	            0.0019071 	            0.0000179 	        27924.2602364 
108 	     53.500 	            0.0019250 	            0.0000179 	        27924.3066480 
