# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000077 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000256 	            0.0000179 	        27963.4764130 
3 	      1.000 	            0.0000435 	            0.0000179 	        27948.2715591 
4 	      1.500 	            0.0000614 	            0.0000179 	        27936.9709625 
5 	      2.000 	            0.0000793 	            0.0000179 	        27935.0450323 
6 	      2.500 	            0.0000972 	            0.0000179 	        27929.3395864 
7 	      3.000 	            0.0001151 	            0.0000179 	        27928.1400106 
8 	      3.500 	            0.0001330 	            0.0000179 	        27934.4692784 
9 	      4.000 	            0.0001509 	            0.0000179 	        27926.7802729 
10 	      4.500 	            0.0001688 	            0.0000179 	        27932.3108363 
11 	      5.000 	            0.0001867 	            0.0000179 	        27928.4231272 
12 	      5.500 	            0.0002046 	            0.0000179 	        27930.1495518 
13 	      6.000 	            0.0002225 	            0.0000179 	        27928.8841907 
14 	      6.500 	            0.0002404 	            0.0000179 	        27927.7007824 
15 	      7.000 	            0.0002583 	            0.0000179 	        27928.4905513 
16 	      7.500 	            0.0002762 	            0.0000179 	        27927.6105573 
17 	      8.000 	            0.0002941 	            0.0000179 	        27928.6915316 
18 	      8.500 	            0.0003121 	            0.0000179 	        27927.4191392 
19 	      9.000 	            0.0003300 	            0.0000179 	        27927.2124092 
20 	      9.500 	            0.0003478 	            0.0000179 	        27929.2933960 
21 	     10.000 	            0.0003658 	            0.0000179 	        27927.1578286 
22 	     10.500 	            0.0003837 	            0.0000179 	        27928.1231157 
23 	     11.000 	            0.0004016 	            0.0000179 	        27926.1670453 
24 	     11.500 	            0.0004195 	            0.0000179 	        27928.4521645 
25 	     12.000 	            0.0004374 	            0.0000179 	        27927.2755500 
26 	     12.500 	            0.0004553 	            0.0000179 	        27926.4863663 
27 	     13.000 	            0.0004732 	            0.0000179 	        27926.6149248 
28 	     13.500 	            0.0004911 	            0.0000179 	        27927.2041949 
29 	     14.000 	            0.0005090 	            0.0000179 	        27925.3155504 
30 	     14.500 	            0.0005269 	            0.0000179 	        27927.9739383 
31 	     15.000 	            0.0005448 	            0.0000179 	        27927.2679390 
32 	     15.500 	            0.0005627 	            0.0000179 	        27926.6424267 
33 	     16.000 	            0.0005806 	            0.0000179 	        27926.3016782 
34 	     16.500 	            0.0005985 	            0.0000179 	        27928.4731768 
35 	     17.000 	            0.0006165 	            0.0000180 	        27925.2156350 
36 	     17.500 	            0.0006343 	            0.0000178 	        27927.7049273 
37 	     18.000 	            0.0006523 	            0.0000179 	        27925.8205344 
38 	     18.500 	            0.0006701 	            0.0000179 	        27926.7437712 
39 	     19.000 	            0.0006881 	            0.0000179 	        27925.2167006 
40 	     19.500 	            0.0007060 	            0.0000179 	        27925.9943914 
41 	     20.000 	            0.0007239 	            0.0000179 	        27926.2423007 
