# Zc 	 Nc 	 t0 (s) 	 elapsed time (s) 	 F (Hz) 
1 	      0.000 	            0.0000083 	            0.0000000 	            0.0000000 
2 	      0.500 	            0.0000262 	            0.0000179 	        27931.1675656 
3 	      1.000 	            0.0000441 	            0.0000179 	        27929.8761908 
4 	      1.500 	            0.0000620 	            0.0000179 	        27930.5012909 
5 	      2.000 	            0.0000799 	            0.0000179 	        27929.7385699 
6 	      2.500 	            0.0000978 	            0.0000179 	        27933.5721679 
7 	      3.000 	            0.0001158 	            0.0000179 	        27924.1834603 
8 	      3.500 	            0.0001336 	            0.0000178 	        27936.6930522 
9 	      4.000 	            0.0001516 	            0.0000180 	        27925.5159123 
10 	      4.500 	            0.0001695 	            0.0000179 	        27923.6596699 
11 	      5.000 	            0.0001874 	            0.0000179 	        27927.7940342 
12 	      5.500 	            0.0002052 	            0.0000179 	        27929.5246468 
13 	      6.000 	            0.0002232 	            0.0000179 	        27926.4047801 
14 	      6.500 	            0.0002410 	            0.0000179 	        27929.1330527 
15 	      7.000 	            0.0002590 	            0.0000179 	        27927.1205510 
16 	      7.500 	            0.0002769 	            0.0000179 	        27926.6602907 
17 	      8.000 	            0.0002948 	            0.0000179 	        27926.3884268 
18 	      8.500 	            0.0003126 	            0.0000179 	        27930.3386810 
19 	      9.000 	            0.0003306 	            0.0000180 	        27926.0799872 
20 	      9.500 	            0.0003485 	            0.0000179 	        27929.1778447 
21 	     10.000 	            0.0003664 	            0.0000179 	        27928.5892334 
22 	     10.500 	            0.0003843 	            0.0000179 	        27927.9415208 
23 	     11.000 	            0.0004022 	            0.0000179 	        27924.9142389 
24 	     11.500 	            0.0004201 	            0.0000179 	        27926.7714642 
25 	     12.000 	            0.0004380 	            0.0000179 	        27927.3265177 
26 	     12.500 	            0.0004559 	            0.0000179 	        27926.2561786 
27 	     13.000 	            0.0004738 	            0.0000179 	        27926.3413155 
28 	     13.500 	            0.0004917 	            0.0000179 	        27925.7188802 
29 	     14.000 	            0.0005096 	            0.0000179 	        27926.8821111 
30 	     14.500 	            0.0005275 	            0.0000179 	        27927.2408791 
31 	     15.000 	            0.0005454 	            0.0000179 	        27926.0845485 
32 	     15.500 	            0.0005634 	            0.0000179 	        27926.2332773 
33 	     16.000 	            0.0005812 	            0.0000179 	        27927.1785477 
34 	     16.500 	            0.0005992 	            0.0000179 	        27926.5832660 
35 	     17.000 	            0.0006171 	            0.0000179 	        27925.5936023 
36 	     17.500 	            0.0006350 	            0.0000179 	        27925.4298748 
37 	     18.000 	            0.0006529 	            0.0000179 	        27925.8012990 
38 	     18.500 	            0.0006708 	            0.0000179 	        27925.3551395 
39 	     19.000 	            0.0006887 	            0.0000179 	        27925.6423677 
40 	     19.500 	            0.0007066 	            0.0000179 	        27925.5107994 
41 	     20.000 	            0.0007245 	            0.0000179 	        27925.6445152 
42 	     20.500 	            0.0007424 	            0.0000179 	        27926.4342700 
43 	     21.000 	            0.0007603 	            0.0000180 	        27924.5794734 
44 	     21.500 	            0.0007782 	            0.0000179 	        27924.6259116 
