        209.446	               0.000	             136.500	        1.4504804460	        0.0000000015	      221.1698201368	        0.0010598132
        205.422	              40.861	             136.500	        1.4504793358	        0.0000000021	      220.4043110299	        0.0014712892
        193.503	              80.152	             136.500	        1.4504793945	        0.0000000017	      220.4447431443	        0.0011793855
        174.148	             116.362	             136.500	        1.4504805053	        0.0000000013	      221.2107602325	        0.0008631666
        148.101	             148.101	             136.500	        1.4504818471	        0.0000000024	      222.1360190681	        0.0016424771
        116.362	             174.148	             136.500	        1.4504825562	        0.0000000032	      222.6249723990	        0.0022176909
         80.152	             193.503	             136.500	        1.4504827743	        0.0000000049	      222.7753656565	        0.0033664140
         40.861	             205.422	             136.500	        1.4504826531	        0.0000000029	      222.6918461054	        0.0020156281
         -0.000	             209.446	             136.500	        1.4504824528	        0.0000000036	      222.5536764621	        0.0024484259
        -40.861	             205.422	             136.500	        1.4504819246	        0.0000000024	      222.1894642595	        0.0016596069
        -80.152	             193.503	             136.500	        1.4504815825	        0.0000000023	      221.9535506829	        0.0015551319
       -116.362	             174.148	             136.500	        1.4504809389	        0.0000000016	      221.5097471422	        0.0010951155
       -148.101	             148.101	             136.500	        1.4504798405	        0.0000000014	      220.7522896039	        0.0009706189
       -174.148	             116.362	             136.500	        1.4504787715	        0.0000000017	      220.0151687059	        0.0011885901
       -193.503	              80.151	             136.500	        1.4504782184	        0.0000000019	      219.6337178521	        0.0013440019
       -205.422	              40.861	             136.500	        1.4504779932	        0.0000000026	      219.4784385044	        0.0017859678
       -209.446	              -0.000	             136.500	        1.4504774718	        0.0000000028	      219.1189001324	        0.0019535563
       -205.422	             -40.861	             136.500	        1.4504769254	        0.0000000024	      218.7421294872	        0.0016242825
       -193.503	             -80.152	             136.500	        1.4504766587	        0.0000000059	      218.5582352739	        0.0040815931
       -174.148	            -116.362	             136.500	        1.4504769970	        0.0000000042	      218.7915092363	        0.0028670652
       -148.101	            -148.101	             136.500	        1.4504775802	        0.0000000024	      219.1936214460	        0.0016302469
       -116.362	            -174.148	             136.500	        1.4504780117	        0.0000000039	      219.4911999107	        0.0027059739
        -80.151	            -193.503	             136.500	        1.4504780089	        0.0000000052	      219.4892615997	        0.0035574257
        -40.861	            -205.422	             136.500	        1.4504778937	        0.0000000026	      219.4098496474	        0.0017611981
          0.000	            -209.446	             136.500	        1.4504782254	        0.0000000027	      219.6385887776	        0.0018501252
         40.861	            -205.422	             136.500	        1.4504788872	        0.0000000032	      220.0949606107	        0.0022249484
         80.152	            -193.503	             136.500	        1.4504795872	        0.0000000036	      220.5776392517	        0.0024753478
        116.363	            -174.148	             136.500	        1.4504799009	        0.0000000016	      220.7939808344	        0.0011266337
        148.101	            -148.101	             136.500	        1.4504796460	        0.0000000030	      220.6181736583	        0.0020972552
        174.149	            -116.362	             136.500	        1.4504794015	        0.0000000021	      220.4495581071	        0.0014795704
        193.503	             -80.151	             136.500	        1.4504800233	        0.0000000015	      220.8783774833	        0.0010586341
        205.422	             -40.860	             136.500	        1.4504807372	        0.0000000029	      221.3706322952	        0.0020337733
