        248.008	               0.000	             -31.500	        1.4504707029	        0.0000000131	      101.0647700185	        0.0090604175
        229.129	              94.908	             -31.500	        1.4504693050	        0.0000000140	      100.1009195341	        0.0069320479
        175.368	             175.368	             -31.500	        1.4504712582	        0.0000000092	      101.4476509849	        0.0063844860
         94.908	             229.129	             -31.500	        1.4504696180	        0.0000000078	      100.3167324366	        0.0043234698
         -0.000	             248.008	             -31.500	        1.4504687928	        0.0000000097	       99.7477098304	        0.0042524774
        -94.909	             229.129	             -31.500	        1.4504620412	        0.0000000102	       95.0925014538	        0.0050064228
       -175.368	             175.368	             -31.500	        1.4504545675	        0.0000005718	       89.9393553157	        0.4145424068
       -229.129	              94.908	             -31.500	        1.4504494409	        0.0000006538	       86.4045509940	        0.4627464847
       -248.008	              -0.000	             -31.500	        1.4504466208	        0.0000005586	       84.4601353437	        0.1039651463
       -229.129	             -94.909	             -31.500	        1.4504508394	        0.0000014666	       87.3688618319	        0.1366740158
       -175.368	            -175.368	             -31.500	        1.4504557330	        0.0000007565	       90.7429525414	        0.2343795164
        -94.908	            -229.129	             -31.500	        1.4504622867	        0.0000008105	       95.2617553299	        0.1281108676
          0.001	            -248.008	             -31.500	        1.4504678383	        0.0000001945	       99.0896201153	        1.0952003041
         94.909	            -229.129	             -31.500	        1.4504718114	        0.0000007355	      101.8290318652	        0.0498485168
        175.368	            -175.367	             -31.500	        1.4504716773	        0.0000002740	      101.7366173463	        0.4214762592
        229.129	             -94.908	             -31.500	        1.4504745880	        0.0000004793	      103.7435196943	        0.5197203654
