13 	 0.5743937 	 0.1786189 	 0.0027480 	 0.0015040 
14 	 0.5895470 	 0.1406537 	 0.0032724 	 0.0013471 
15 	 0.5904446 	 0.1366420 	 0.0043168 	 0.0020938 
16 	 0.5575711 	 0.1654179 	 0.0034668 	 0.0018895 
17 	 0.5857540 	 0.1219160 	 0.0037646 	 0.0019390 
18 	 0.5617473 	 0.1505807 	 0.0032464 	 0.0013697 
19 	 0.5857481 	 0.1131352 	 0.0052352 	 0.0029752 
20 	 0.5766612 	 0.1203596 	 0.0046097 	 0.0015919 
21 	 0.5777276 	 0.1212063 	 0.0048038 	 0.0014731 
22 	 0.5659053 	 0.1434550 	 0.0038291 	 0.0012345 
23 	 0.5754055 	 0.1199188 	 0.0035951 	 0.0008572 
24 	 0.5572589 	 0.1576795 	 0.0036417 	 0.0011549 
25 	 0.5745609 	 0.1156521 	 0.0036480 	 0.0009771 
26 	 0.5408160 	 0.1838250 	 0.0030451 	 0.0009854 
27 	 0.5807838 	 0.1126760 	 0.0037788 	 0.0009097 
28 	 0.5748242 	 0.1146479 	 0.0049698 	 0.0017135 
29 	 0.5791436 	 0.1124746 	 0.0080290 	 0.0042397 
55 	 0.4521241 	 0.0905947 	 0.0024743 	 0.0014097 
56 	 0.4516318 	 0.0911492 	 0.0021189 	 0.0006948 
57 	 0.4686309 	 0.0228261 	 0.0022726 	 0.0008871 
58 	 0.4690483 	 0.0235362 	 0.0022970 	 0.0007298 
59 	 0.4706497 	 0.0293284 	 0.0037556 	 0.0020428 
60 	 0.4530153 	 0.0910772 	 0.0044049 	 0.0022743 
61 	 0.4531326 	 0.0913375 	 0.0028083 	 0.0012774 
62 	 0.4686678 	 0.0237163 	 0.0021086 	 0.0003859 
63 	 0.4685728 	 0.0253809 	 0.0021275 	 0.0003880 
64 	 0.4683448 	 0.0238120 	 0.0023355 	 0.0004103 
65 	 0.4529941 	 0.0894309 	 0.0027622 	 0.0011926 
66 	 0.4539995 	 0.0907071 	 0.0023571 	 0.0008054 
67 	 0.4721307 	 0.0237574 	 0.0026736 	 0.0009039 
68 	 0.4693734 	 0.0236067 	 0.0029181 	 0.0010758 
69 	 0.4525186 	 0.0910663 	 0.0029090 	 0.0009929 
70 	 0.4558932 	 0.0909826 	 0.0038314 	 0.0011665 
71 	 0.0114101 	 0.0010549 	 0.0019421 	 0.0002437 
72 	 0.0123829 	 0.0062919 	 0.0016805 	 0.0006081 
73 	 0.5867764 	 0.1677768 	 0.0017802 	 0.0002077 
74 	 0.6049151 	 0.1636420 	 0.0020887 	 0.0003452 
75 	 0.5936370 	 0.1618122 	 0.0021451 	 0.0003219 
76 	 0.5755883 	 0.1934505 	 0.0020045 	 0.0003642 
77 	 0.5944233 	 0.1609202 	 0.0024382 	 0.0004567 
78 	 0.5710292 	 0.1987904 	 0.0027560 	 0.0010684 
79 	 0.5682171 	 0.1989889 	 0.0027190 	 0.0008503 
80 	 0.5735922 	 0.1979285 	 0.0025085 	 0.0005848 
81 	 0.5880344 	 0.1678613 	 0.0026933 	 0.0004947 
82 	 0.5973233 	 0.1693082 	 0.0024552 	 0.0005185 
83 	 0.5566352 	 0.1968481 	 0.0026397 	 0.0007148 
84 	 0.5959328 	 0.1661215 	 0.0026024 	 0.0008764 
85 	 0.5801481 	 0.1970968 	 0.0027159 	 0.0008397 
86 	 0.5968431 	 0.1644711 	 0.0030935 	 0.0008918 
87 	 0.5715377 	 0.1979066 	 0.0025662 	 0.0007220 
88 	 0.5742646 	 0.1991189 	 0.0038939 	 0.0016318 
89 	 0.6635237 	 0.1714294 	 0.0017780 	 0.0002211 
90 	 0.6530751 	 0.1721638 	 0.0026681 	 0.0004053 
91 	 0.6642653 	 0.1706375 	 0.0024139 	 0.0004765 
92 	 0.6334148 	 0.2066462 	 0.0027108 	 0.0007494 
93 	 0.6530861 	 0.1719013 	 0.0026335 	 0.0005366 
94 	 0.6403799 	 0.1904014 	 0.0026926 	 0.0006944 
95 	 0.6669791 	 0.1695905 	 0.0030584 	 0.0008624 
96 	 0.6342707 	 0.2074525 	 0.0028621 	 0.0007708 
97 	 0.6519745 	 0.1717813 	 0.0029526 	 0.0006651 
98 	 0.6342072 	 0.2102911 	 0.0027474 	 0.0007272 
99 	 0.6627671 	 0.1722704 	 0.0027726 	 0.0006781 
100 	 0.6326898 	 0.2089337 	 0.0028250 	 0.0008198 
101 	 0.6482228 	 0.1704599 	 0.0028188 	 0.0006891 
102 	 0.6485813 	 0.1707856 	 0.0029227 	 0.0007810 
103 	 0.6507980 	 0.1741960 	 0.0030365 	 0.0008645 
104 	 0.6854687 	 0.3094562 	 0.0028369 	 0.0006842 
105 	 0.4903128 	 0.0101097 	 0.0021832 	 0.0003824 
106 	 0.4922373 	 0.0107058 	 0.0027368 	 0.0003778 
107 	 0.4929105 	 0.0108963 	 0.0022059 	 0.0001927 
108 	 0.4773123 	 0.0905801 	 0.0019817 	 0.0004608 
109 	 0.4945965 	 0.0112579 	 0.0025056 	 0.0006726 
110 	 0.4772011 	 0.0940360 	 0.0039243 	 0.0014656 
111 	 0.4979229 	 0.0093470 	 0.0045730 	 0.0010503 
112 	 0.4991217 	 0.0109673 	 0.0039911 	 0.0016638 
113 	 0.4779320 	 0.0915937 	 0.0030011 	 0.0015391 
114 	 0.4624883 	 0.1188495 	 0.0029748 	 0.0012001 
115 	 0.4741722 	 0.0928251 	 0.0031881 	 0.0011563 
116 	 0.4933637 	 0.0093245 	 0.0031547 	 0.0009754 
117 	 0.4918992 	 0.0092646 	 0.0030769 	 0.0008791 
118 	 0.4919857 	 0.0093981 	 0.0029101 	 0.0008429 
119 	 0.4919809 	 0.0099543 	 0.0027929 	 0.0007526 
120 	 0.4908204 	 0.0119185 	 0.0030064 	 0.0008126 
121 	 0.6370318 	 0.1851342 	 0.0020763 	 0.0007795 
122 	 0.6382171 	 0.1836642 	 0.0024838 	 0.0010737 
123 	 0.6551548 	 0.1831213 	 0.0029427 	 0.0006349 
124 	 0.6352417 	 0.1821433 	 0.0025953 	 0.0007434 
125 	 0.6527899 	 0.1821001 	 0.0027904 	 0.0004568 
126 	 0.6230606 	 0.2123488 	 0.0032102 	 0.0006857 
127 	 0.6225385 	 0.2106243 	 0.0033778 	 0.0008496 
128 	 0.6386900 	 0.1820081 	 0.0030062 	 0.0006002 
129 	 0.6532367 	 0.1845568 	 0.0029264 	 0.0008973 
130 	 0.6373172 	 0.1835673 	 0.0026279 	 0.0006544 
131 	 0.6148719 	 0.2148553 	 0.0025524 	 0.0007617 
132 	 0.6449269 	 0.1800882 	 0.0024921 	 0.0005640 
133 	 0.6434989 	 0.1816148 	 0.0023794 	 0.0005725 
134 	 0.6467621 	 0.1801986 	 0.0023204 	 0.0005134 
135 	 0.6504202 	 0.1848657 	 0.0021958 	 0.0003803 
136 	 0.6504037 	 0.1859639 	 0.0021652 	 0.0003433 
137 	 0.6564828 	 0.1823896 	 0.0025308 	 0.0006357 
138 	 0.6568981 	 0.1787966 	 0.0027138 	 0.0008615 
139 	 0.6605874 	 0.1801037 	 0.0028077 	 0.0007207 
140 	 0.6450298 	 0.1779256 	 0.0039717 	 0.0004810 
141 	 0.6442057 	 0.1775062 	 0.0039749 	 0.0006028 
142 	 0.6449720 	 0.1758891 	 0.0028531 	 0.0010334 
143 	 0.6299411 	 0.2127783 	 0.0028943 	 0.0009225 
144 	 0.6684175 	 0.3163436 	 0.0026346 	 0.0007096 
145 	 0.6263165 	 0.2122704 	 0.0027476 	 0.0007820 
146 	 0.6273939 	 0.2126835 	 0.0026769 	 0.0007846 
147 	 0.6580796 	 0.1805405 	 0.0027221 	 0.0006974 
148 	 0.6428421 	 0.1820504 	 0.0026737 	 0.0005847 
149 	 0.6532633 	 0.1784541 	 0.0025574 	 0.0005740 
150 	 0.6440302 	 0.1801543 	 0.0026347 	 0.0005888 
151 	 0.6287324 	 0.2156226 	 0.0024716 	 0.0006504 
152 	 0.6460099 	 0.1825468 	 0.0031960 	 0.0006420 
153 	 0.4471169 	 0.0116376 	 0.0046677 	 0.0009505 
154 	 0.4475783 	 0.0092801 	 0.0047288 	 0.0010147 
155 	 0.4385429 	 0.0827475 	 0.0049212 	 0.0014601 
156 	 0.4413367 	 0.0846584 	 0.0050939 	 0.0013801 
157 	 0.4398938 	 0.0842597 	 0.0047812 	 0.0013634 
158 	 0.4551220 	 0.0095586 	 0.0050933 	 0.0010686 
159 	 0.4385294 	 0.0806455 	 0.0045733 	 0.0013313 
160 	 0.4554574 	 0.0093936 	 0.0048433 	 0.0010559 
161 	 0.4361436 	 0.0835859 	 0.0048568 	 0.0015139 
162 	 0.4512777 	 0.0113345 	 0.0047560 	 0.0011233 
163 	 0.4492576 	 0.0099610 	 0.0048014 	 0.0011255 
164 	 0.4279742 	 0.0834483 	 0.0042859 	 0.0013144 
165 	 0.4107353 	 0.1149471 	 0.0042927 	 0.0015850 
166 	 0.4447026 	 0.0097711 	 0.0042856 	 0.0011538 
167 	 0.4438413 	 0.0093490 	 0.0040757 	 0.0009608 
168 	 0.4443003 	 0.0098478 	 0.0042737 	 0.0013334 
169 	 0.6477622 	 0.2151932 	 0.0048090 	 0.0009820 
170 	 0.6340675 	 0.2502617 	 0.0049319 	 0.0015102 
171 	 0.6643996 	 0.2238733 	 0.0052516 	 0.0012612 
172 	 0.6346842 	 0.2482382 	 0.0051979 	 0.0015121 
173 	 0.6280279 	 0.2445604 	 0.0052298 	 0.0015280 
174 	 0.6566639 	 0.2147049 	 0.0048756 	 0.0012531 
175 	 0.6408769 	 0.2134323 	 0.0049516 	 0.0011317 
176 	 0.6566612 	 0.2146805 	 0.0048454 	 0.0012157 
177 	 0.6482278 	 0.2093888 	 0.0045337 	 0.0010009 
178 	 0.6399461 	 0.2172358 	 0.0049017 	 0.0011607 
179 	 0.6197918 	 0.2432338 	 0.0047105 	 0.0014559 
180 	 0.6467953 	 0.2161595 	 0.0046528 	 0.0012293 
181 	 0.6246347 	 0.2133964 	 0.0044283 	 0.0012241 
182 	 0.6436071 	 0.2128927 	 0.0042109 	 0.0011338 
183 	 0.6334995 	 0.2206829 	 0.0041818 	 0.0011200 
184 	 0.6176577 	 0.2467689 	 0.0040760 	 0.0013201 
185 	 0.6671846 	 0.2283917 	 0.0045103 	 0.0011582 
186 	 0.6843959 	 0.2279547 	 0.0047989 	 0.0011113 
187 	 0.6854633 	 0.2266526 	 0.0049915 	 0.0011990 
188 	 0.6866212 	 0.2246066 	 0.0047026 	 0.0009434 
189 	 0.6887743 	 0.2249639 	 0.0046323 	 0.0009528 
190 	 0.6760527 	 0.2217648 	 0.0043270 	 0.0009801 
191 	 0.6680288 	 0.2528975 	 0.0044665 	 0.0014462 
192 	 0.6872580 	 0.2269755 	 0.0045698 	 0.0010978 
193 	 0.6880263 	 0.2296699 	 0.0043280 	 0.0011350 
194 	 0.6668323 	 0.2267466 	 0.0043151 	 0.0011691 
195 	 0.6507494 	 0.2585026 	 0.0039259 	 0.0012333 
196 	 0.6863515 	 0.2336679 	 0.0040161 	 0.0009708 
197 	 0.6645871 	 0.2297673 	 0.0040614 	 0.0009502 
198 	 0.6815815 	 0.2281185 	 0.0037630 	 0.0009767 
199 	 0.6802756 	 0.2329405 	 0.0037767 	 0.0009808 
200 	 0.6823929 	 0.2308187 	 0.0037481 	 0.0008587 
201 	 0.4510685 	 0.0146364 	 0.0037843 	 0.0010536 
202 	 0.4527397 	 0.0130541 	 0.0038700 	 0.0010313 
203 	 0.4613497 	 0.0310676 	 0.0043786 	 0.0012276 
204 	 0.4558784 	 0.0144165 	 0.0047419 	 0.0011672 
205 	 0.4373144 	 0.0842858 	 0.0042571 	 0.0013057 
206 	 0.4557174 	 0.0153651 	 0.0044575 	 0.0010534 
207 	 0.4520336 	 0.0146593 	 0.0043680 	 0.0010390 
208 	 0.4575805 	 0.0131611 	 0.0042485 	 0.0009836 
209 	 0.4369943 	 0.0856903 	 0.0040428 	 0.0011990 
210 	 0.4506453 	 0.0139638 	 0.0041384 	 0.0010146 
211 	 0.4504536 	 0.0133868 	 0.0041359 	 0.0011530 
212 	 0.4331802 	 0.0809419 	 0.0040637 	 0.0012244 
213 	 0.4335507 	 0.0828344 	 0.0042375 	 0.0013503 
214 	 0.4498037 	 0.0118516 	 0.0045674 	 0.0010656 
215 	 0.4332961 	 0.0823206 	 0.0043002 	 0.0012411 
216 	 0.4223553 	 0.0996177 	 0.0041735 	 0.0013251 
217 	 0.7085301 	 0.2314587 	 0.0052941 	 0.0013387 
218 	 0.6776257 	 0.2606572 	 0.0044398 	 0.0012397 
219 	 0.6968853 	 0.2311469 	 0.0050158 	 0.0009408 
220 	 0.6951916 	 0.2287209 	 0.0046609 	 0.0011132 
221 	 0.7128717 	 0.2308413 	 0.0044382 	 0.0009480 
222 	 0.6594257 	 0.2864000 	 0.0040057 	 0.0012345 
223 	 0.6966536 	 0.2282471 	 0.0043006 	 0.0010598 
224 	 0.7125392 	 0.2303245 	 0.0043786 	 0.0008915 
225 	 0.7043223 	 0.3388054 	 0.0043171 	 0.0011229 
226 	 0.6911657 	 0.2294698 	 0.0045080 	 0.0010047 
227 	 0.7106053 	 0.2286877 	 0.0043138 	 0.0009220 
228 	 0.6895541 	 0.2326507 	 0.0043364 	 0.0009301 
229 	 0.6668046 	 0.2609045 	 0.0040469 	 0.0011254 
230 	 0.6854869 	 0.2340458 	 0.0042330 	 0.0008455 
231 	 0.7032655 	 0.2318166 	 0.0049408 	 0.0014420 
232 	 0.6972115 	 0.2406970 	 0.0041785 	 0.0012275 
233 	 0.4350799 	 0.0161902 	 0.0042067 	 0.0009723 
234 	 0.4337399 	 0.0160668 	 0.0041084 	 0.0010006 
235 	 0.4201274 	 0.0788845 	 0.0040105 	 0.0013525 
236 	 0.4173673 	 0.0822919 	 0.0040620 	 0.0011073 
237 	 0.4349061 	 0.0132693 	 0.0041815 	 0.0010168 
238 	 0.4193593 	 0.0799413 	 0.0041338 	 0.0011059 
239 	 0.4030630 	 0.1034600 	 0.0037696 	 0.0013128 
240 	 0.4350329 	 0.0144774 	 0.0039811 	 0.0010281 
241 	 0.4338929 	 0.0148696 	 0.0040549 	 0.0009322 
242 	 0.4350499 	 0.0160083 	 0.0042465 	 0.0010292 
243 	 0.4350466 	 0.0152012 	 0.0044492 	 0.0009445 
244 	 0.4208188 	 0.0828792 	 0.0040847 	 0.0012465 
245 	 0.4178945 	 0.0829653 	 0.0035458 	 0.0009955 
246 	 0.4181334 	 0.0788558 	 0.0040554 	 0.0011791 
247 	 0.4348057 	 0.0162017 	 0.0042074 	 0.0010094 
248 	 0.4184385 	 0.0828341 	 0.0041004 	 0.0011360 
249 	 0.4354634 	 0.0207487 	 0.0042412 	 0.0015004 
250 	 0.4304801 	 0.0301067 	 0.0037486 	 0.0014615 
251 	 0.4198822 	 0.0841319 	 0.0035001 	 0.0013098 
252 	 0.4371024 	 0.0219041 	 0.0036842 	 0.0013125 
253 	 0.4388590 	 0.0322101 	 0.0038700 	 0.0011697 
254 	 0.4378695 	 0.0227351 	 0.0044993 	 0.0010683 
255 	 0.4363878 	 0.0253714 	 0.0039751 	 0.0008205 
256 	 0.4364957 	 0.0247436 	 0.0039752 	 0.0007568 
257 	 0.4376063 	 0.0252851 	 0.0043766 	 0.0014106 
258 	 0.4392507 	 0.0233596 	 0.0042239 	 0.0011197 
259 	 0.4238099 	 0.0843279 	 0.0044730 	 0.0015095 
260 	 0.4232636 	 0.0786519 	 0.0042693 	 0.0017576 
261 	 0.4371780 	 0.0210804 	 0.0046342 	 0.0012764 
262 	 0.4361937 	 0.0217559 	 0.0048122 	 0.0015174 
263 	 0.4383721 	 0.0213296 	 0.0046157 	 0.0012404 
264 	 0.4403419 	 0.0228879 	 0.0045339 	 0.0013855 
