13 	 9050.6129000 	 5326.7685284 	 9050.6567147 	 5327.1811264 	 9049.1904603 	 5319.5536657 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
14 	 7951.3327927 	 36.2180767 	 7951.2889586 	 36.2051625 	 7951.3864198 	 36.2480028 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
15 	 7943.1627376 	 206.7077355 	 7943.2499145 	 206.7458558 	 7943.4918897 	 207.2919856 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
16 	 7626.4500481 	 1539.0652560 	 7626.4023490 	 1539.0474985 	 7626.2667903 	 1538.9593486 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
17 	 7800.5735389 	 480.6119283 	 7800.6091784 	 480.5929795 	 7800.5756010 	 480.5465904 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
18 	 7453.7837471 	 1550.6605037 	 7453.8241219 	 1550.6586186 	 7453.7572726 	 1550.6337128 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
19 	 7689.5735717 	 490.0515738 	 7689.5163433 	 490.0242838 	 7689.8345344 	 490.1809839 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
20 	 7766.8828465 	 356.3840828 	 7766.8240738 	 356.3931934 	 7766.9269435 	 356.6715386 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
21 	 7819.2070116 	 189.7233479 	 7819.1889849 	 189.6774536 	 7818.9803636 	 189.5302200 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
22 	 7567.5613062 	 1484.1222412 	 7567.5419453 	 1484.1184307 	 7567.6319637 	 1484.1353684 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
23 	 7945.6258198 	 235.5181605 	 7945.7256169 	 235.5472988 	 7945.6529915 	 235.7333229 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
24 	 7883.0741862 	 1033.4427608 	 7882.9809075 	 1033.4679528 	 7883.4185842 	 1032.1196636 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
25 	 8136.3640445 	 552.5005140 	 8136.3077702 	 552.5235876 	 8136.0376362 	 552.8197506 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
26 	 8232.7338366 	 594.1392211 	 8232.6527826 	 594.1974182 	 8232.7951501 	 594.0154134 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
27 	 8170.2463857 	 474.2404649 	 8170.2246022 	 474.2104901 	 8170.1440558 	 474.2239112 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
28 	 8067.7180507 	 334.4734913 	 8067.8414252 	 334.4569703 	 8067.6250623 	 334.8266659 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
29 	 7995.5447404 	 157.4874016 	 7995.4845975 	 157.5029865 	 7995.9840005 	 157.1015759 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
55 	 7628.2972084 	 1499.3665494 	 7628.3192500 	 1499.3687112 	 7628.5862099 	 1499.4778535 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
56 	 7659.6599183 	 1502.6129625 	 7659.7072620 	 1502.6217873 	 7659.7058720 	 1502.6202905 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
57 	 8020.8397324 	 131.0180721 	 8020.8912287 	 131.1056881 	 8020.9806452 	 131.1232343 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
58 	 8019.2924709 	 236.5180843 	 8019.3527449 	 236.4882611 	 8019.2521233 	 236.4669563 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
59 	 7993.4804514 	 332.5805959 	 7993.4915792 	 332.5905135 	 7993.3563015 	 332.3870589 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
60 	 7607.8952824 	 1534.7004992 	 7607.9864415 	 1534.7390349 	 7608.0321782 	 1534.7219679 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
61 	 7556.3623689 	 1520.8362492 	 7556.4153157 	 1520.8252982 	 7556.8577771 	 1520.9266576 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
62 	 7837.7354046 	 282.8436063 	 7837.7671242 	 282.9503124 	 7837.6939184 	 282.9543378 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
63 	 7805.0153066 	 200.9578592 	 7805.0586124 	 200.9391671 	 7805.2100816 	 201.0979484 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
64 	 7751.2932737 	 110.6922853 	 7751.1869688 	 110.7898696 	 7751.0758757 	 110.9907782 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
65 	 7442.9709718 	 1459.7236460 	 7443.0050986 	 1459.7302964 	 7443.1654646 	 1459.7612777 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
66 	 8658.8856263 	 4536.3954504 	 8658.8140991 	 4535.9675055 	 8659.6302163 	 4541.3439888 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
67 	 7841.5701348 	 225.0013516 	 7841.5410639 	 224.9879282 	 7841.3892696 	 225.1872876 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
68 	 7875.2074817 	 251.1107194 	 7875.1758428 	 251.1495226 	 7875.6359659 	 251.1126975 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
69 	 7606.4260319 	 1506.5341788 	 7606.3827511 	 1506.5258294 	 7606.2286455 	 1506.5060641 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
70 	 7597.5830092 	 1496.2039368 	 7597.6739181 	 1496.2120145 	 7597.8054195 	 1496.2382385 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
71 	 21670.4905334 	 11337.0559645 	 21670.3551415 	 11337.1235630 	 21676.9631185 	 11342.6513422 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
72 	 11226.2443507 	 12327.4092680 	 11226.2494369 	 12327.8242943 	 11222.4982378 	 12323.2317840 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
73 	 8261.1433906 	 89.3042185 	 8261.1953126 	 89.2789364 	 8261.3634933 	 89.3175047 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
74 	 7955.7055332 	 38.3307716 	 7955.7076996 	 38.3561153 	 7955.6926675 	 38.3234012 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
75 	 7770.6286322 	 36.2719270 	 7770.5992044 	 36.2590401 	 7770.5965915 	 36.2489175 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
76 	 7298.7746813 	 1432.3984041 	 7298.8347300 	 1432.4067635 	 7298.6919515 	 1432.3756610 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
77 	 7427.8264999 	 82.2823783 	 7427.9235535 	 82.2614167 	 7427.9282329 	 82.4139100 	  0.0000000 	 0.0000000 	  0.0000000 	 0.0000000 
