7  1   1  0      0    0       0       39776.3293269   0    0    0     0 
7  2   2  0      0    0       0       9843.1718445    0    0    0     0
7  1   3  0      0    0       0       39846.5173933   0    0    0     0 
7  2   4  0      0    0       0       9842.8278870    0    0    0     0
7  1   5  0      0    0       0       23778.8261247   0    0    0     0 
7  2   6  0      0    0       0       9843.5597894    0    0    0     0 
7  1   7  0      0    0       0       38746.4880104   0    0    0     0 
7  2   8  0      0    0       0       9844.0338873    0    0    0     0
7  1   9  0      0    0       0       36609.8533847   0    0    0     0  
7  2  10  0      0    0       0       9843.0912653    0    0    0     0 
7  1  11  0      0    0       0       38674.2819442   0    0    0     0  
7  2  12  0      0    0       0       9843.6528989    0    0    0     0 
7  1  13  0      0    0       0       37719.9147670   0    0    0     0  
7  2  14  0      0    0       0       9843.4734605    0    0    0     0 
7  1  15  0      0    0       0       0               0    0    0     0     
7  2  16  0      0    0       0       9843.3686725    0    0    0     0
7  1  17  0      0    0       0       39654.1783117   0    0    0     0 
7  2  18  0      0    0       0       9844.9154806    0    0    0     0 
7  1  19  0      0    0       0       41522.2032315   0    0    0     0
7  2  20  0      0    0       0       9843.4114882    0    0    0     0

