4  2   1 0.0063983            0.0003650   128 63.500        37631.8596658        37633.7521216        37690.2480636            0.0000000            0.0000000 
4  3   2 0.0069809            0.0004998   124 61.500        36338.9269676        36339.3315369        36301.7563171            0.0000000            0.0000000 
4  4   3 0.0067124            0.0005650   124 61.500        36362.5613433        36361.8957421        36445.6733363            0.0000000            0.0000000 
4  1   4 0.0074583            0.0007595   125 62.000        36775.6094668        36775.0604444        36797.7046078            0.0000000            0.0000000 
4  2   5 0.0060232            0.0006162   124 61.500        36535.3769382        36534.6881173        36587.8519075            0.0000000            0.0000000 
4  3   6 0.0061266            0.0004593   130 64.500        38147.6224273        38148.0729235        38125.5355231            0.0000000            0.0000000 
4  4   7 0.0064396            0.0005860   118 58.500        35143.5780368        35144.5138747        35144.5138747            0.0000000            0.0000000 
4  1   8 0.0060183            0.0007475   100 49.500        29761.9047619        29761.1094781        29792.9828129            0.0000000            0.0000000 
4  2   9 0.0063648            0.0005834   125 62.000        36832.4125230        36831.7189494        36870.1467556            0.0000000            0.0000000 
4  3  10 0.0058833            0.0005107   125 62.000        36718.9813444        36718.6151313        36692.5751378            0.0000000            0.0000000 
4  4  11 0.0065307            0.0004788   124 61.500        36550.5764888        36551.4983915        36514.5830672            0.0000000            0.0000000 
4  1  12 0.0067754            0.0008703   107 53.000        31270.2814325        31269.7895490        31269.7895490            0.0000000            0.0000000 
4  2  13 0.0066711            0.0005908   125 62.000        36688.5614533        36688.8319589        36728.3458701            0.0000000            0.0000000 
4  3  14 0.0061274            0.0004937   127 63.000        37148.4167699        37149.4584443        37134.7333512            0.0000000            0.0000000 
4  4  15 0.0065406            0.0005999   122 60.500        36184.2105263        36183.5826881        36105.1440021            0.0000000            0.0000000 
4  1  16 0.0070622            0.0004835   125 62.000        36944.3451317        36944.6838362        36926.2790749            0.0000000            0.0000000 
4  2  17 0.0063536            0.0005835   122 60.500        35754.3880385        35754.1367395        35735.5663105            0.0000000            0.0000000 
4  3  18 0.0060839            0.0007557   129 64.000        38183.8792435        38184.3689846        38238.2523490            0.0000000            0.0000000 
4  4  19 0.0067913            0.0005473   123 61.000        36305.2017617        36305.0053294        36320.0122591            0.0000000            0.0000000 
4  1  20 0.0070189            0.0009261   119 59.000        34985.7685009        34985.3861370        35002.9385902            0.0000000            0.0000000 
4  2  21 0.0063485            0.0005018   128 63.500        37698.8838756        37698.6524667        37698.6524667            0.0000000            0.0000000 
4  3  22 0.0066318            0.0007475   124 61.500        36587.5423880        36586.1525927        36586.1525927            0.0000000            0.0000000 
4  4  23 0.0068023            0.0005902   122 60.500        35926.3657957        35927.7559307        35901.6078459            0.0000000            0.0000000 
4  1  24 0.0064666            0.0006791   113 56.000        33189.1187104        33189.6618904        33154.0922576            0.0000000            0.0000000 
4  2  25 0.0064540            0.0006214   120 59.500        35076.3426281        35075.7880480        35076.2057026            0.0000000            0.0000000 
4  3  26 0.0057846            0.0006094    81 40.000        23707.9184448        23708.2597278        23708.2597278            0.0000000            0.0000000 
4  4  27 0.0065278            0.0005880   123 61.000        36105.3566144        36104.0260488        36142.4883230            0.0000000            0.0000000 
4  1  28 0.0070344            0.0008164   120 59.500        35227.9455299        35226.6894121        35201.3022946            0.0000000            0.0000000 
4  2  29 0.0069269            0.0005690   126 62.500        37215.6722639        37216.4822773        37216.4822773            0.0000000            0.0000000 
4  3  30 0.0059995            0.0007502   124 61.500        36620.2215077        36621.5793959        36621.5793959            0.0000000            0.0000000 
4  4  31 0.0063598            0.0004949   126 62.500        37116.2183027        37116.0588578        37116.6286035            0.0000000            0.0000000 
4  1  32 0.0059104            0.0008031    97 48.000        28380.5356826        28381.7755503        28381.7755503            0.0000000            0.0000000 
4  2  33 0.0066800            0.0005902   123 61.000        36214.6758490        36213.5692902        36235.6246371            0.0000000            0.0000000 
4  3  34 0.0063470            0.0005025   125 62.000        36539.3682225        36538.2058304        36554.7497156            0.0000000            0.0000000 
4  4  35 0.0059577            0.0006363   119 59.000        34998.2204295        34999.0069373        34999.0069373            0.0000000            0.0000000 
4  1  36 0.0036331            0.0005387     2 0.500            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000 
4  2  37 0.0060678            0.0007999   126 62.500        36918.8965680        36918.7090928        36945.1953514            0.0000000            0.0000000 
4  3  38 0.0060903            0.0004966   126 62.500        37186.8864164        37186.1051298        37134.0201759            0.0000000            0.0000000 
4  4  39 0.0064407            0.0005115   122 60.500        36143.1387777        36143.9959251        36134.4968662            0.0000000            0.0000000 
4  1  40 0.0055501            0.0008990    47 23.000        14340.9402669        14340.8522655        14340.8522655            0.0000000            0.0000000 
4  2  41 0.0061125            0.0007261   122 60.500        35689.0042473        35689.8049776        35636.7563557            0.0000000            0.0000000 
4  3  42 0.0063004            0.0005165   126 62.500        37189.0991313        37188.2050797        37180.7894094            0.0000000            0.0000000 
4  4  43 0.0062168            0.0007679   125 62.000        36662.5273491        36662.5482359        36662.5482359            0.0000000            0.0000000 
4  1  44 0.0068548            0.0006374   126 62.500        37202.3809524        37202.0614182        37202.0614182            0.0000000            0.0000000 
4  2  45 0.0065603            0.0008726   120 59.500        35175.8793970        35175.2446351        35238.8071536            0.0000000            0.0000000 
4  3  46 0.0066221            0.0004669   126 62.500        37220.1048118        37221.1618113        37221.1618113            0.0000000            0.0000000 
4  4  47 0.0064796            0.0006083   124 61.500        36481.1958714        36479.5007402        36438.4843751            0.0000000            0.0000000 
4  1  48 0.0068702            0.0009967   118 58.500        34894.1246645        34893.5501313        34908.6858296            0.0000000            0.0000000 
4  2  49 0.0062504            0.0005293   127 63.000        37533.5120643        37531.9373432        37531.9373432            0.0000000            0.0000000 
4  3  50 0.0058624            0.0005147   123 61.000        36324.6590841        36325.6263380        36320.7229827            0.0000000            0.0000000 
4  4  51 0.0061224            0.0007368   124 61.500        36602.7853827        36602.8456237        36602.8456237            0.0000000            0.0000000 
4  1  52 0.0073031            0.0007994   114 56.500        33745.4458580        33745.1796532        33745.1796532            0.0000000            0.0000000 
4  2  53 0.0065278            0.0005792   124 61.500        36455.2459988        36456.3744224        36451.4021085            0.0000000            0.0000000 
4  3  54 0.0066901            0.0004833   118 58.500        34580.5993971        34581.5187090        34626.3897638            0.0000000            0.0000000 
4  4  55 0.0062962            0.0006174   125 62.000        36669.0324107        36668.9682717        36691.6197627            0.0000000            0.0000000 
4  1  56 0.0061770            0.0005687   109 54.000        32087.4680611        32087.4642147        32087.4642147            0.0000000            0.0000000 
4  2  57 0.0058638            0.0008380   125 62.000        36749.4517219        36748.2690634        36794.8862192            0.0000000            0.0000000 
4  3  58 0.0059886            0.0005137   128 63.500        37576.1879401        37575.2372909        37530.2642567            0.0000000            0.0000000 
4  4  59 0.0067362            0.0007660   128 63.500        37862.9777592        37862.8429021        37894.3189715            0.0000000            0.0000000 
4  1  60 0.0068380            0.0009121   119 59.000        35062.6968562        35062.5260844        35013.6920588            0.0000000            0.0000000 
4  3  61 0.0062710            0.0007647   125 62.000        36830.2245456        36829.6775918        36936.4134428            0.0000000            0.0000000 
4  4  62 0.0026484            0.0006026     2 0.500            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000 
4  1  63 0.0043065            0.0006074     2 0.500            0.0000000            0.0000000            0.0000000            0.0000000            0.0000000 
4  2  64 0.0057364            0.0006142   120 59.500        35246.7270896        35248.1054494        35210.4510029            0.0000000            0.0000000 
4  3  65 0.0061185            0.0004799   125 62.000        36766.8860820        36768.1299516        36831.7861339            0.0000000            0.0000000 
4  4  66 0.0067317            0.0008127   126 62.500        37063.3932278        37063.8599285        37063.8599285            0.0000000            0.0000000 
4  1  67 0.0067246            0.0009799   121 60.000        35479.8651765        35479.1061038        35411.2654859            0.0000000            0.0000000 
4  2  68 0.0066026            0.0005202   117 58.000        34343.9128375        34343.7801424        34327.4594406            0.0000000            0.0000000 
4  3  69 0.0060789            0.0005104   120 59.500        35252.9920607        35253.0973882        35253.0973882            0.0000000            0.0000000 
4  4  70 0.0061729            0.0007500   123 61.000        36152.4328809        36151.8930018        36165.7816717            0.0000000            0.0000000 
4  1  71 0.0051860            0.0008393    53 26.000        16000.0000000        15999.4647960        16017.2589935            0.0000000            0.0000000 
4  2  72 0.0062552            0.0006021   121 60.000        35433.7683813        35434.5007389        35434.5007389            0.0000000            0.0000000 
4  3  73 0.0066175            0.0004872   128 63.500        37919.5031649        37919.7461789        37919.7461789            0.0000000            0.0000000 
4  4  74 0.0071994            0.0006045   117 58.000        34495.0636374        34495.5997125        34425.0807638            0.0000000            0.0000000 
4  1  75 0.0064502            0.0009070   125 62.000        36790.8853549        36790.6843963        36825.8354641            0.0000000            0.0000000 
4  2  76 0.0066681            0.0005635   123 61.000        36229.7321376        36229.0825885        36229.0825885            0.0000000            0.0000000 
4  3  77 0.0067789            0.0005159   129 64.000        37905.7095475        37904.8473078        37823.2152904            0.0000000            0.0000000 
4  4  78 0.0063972            0.0005188   119 59.000        34869.9763593        34868.5228811        34868.5228811            0.0000000            0.0000000 
4  1  79 0.0073890            0.0010039   104 51.500        30735.2590117        30736.1838709        30755.6883481            0.0000000            0.0000000 
4  2  80 0.0070088            0.0005026   125 62.000        36649.5241473        36650.1085713        36714.5701637            0.0000000            0.0000000 
4  3  81 0.0064121            0.0004772   127 63.000        37384.2867315        37384.6036469        37384.6036469            0.0000000            0.0000000 
4  4  82 0.0066139            0.0008546   124 61.500        36696.7002804        36696.8003826        36742.8868256            0.0000000            0.0000000 
4  1  83 0.0078486            0.0005798   130 64.500        38208.6369291        38209.9120206        38238.9079257            0.0000000            0.0000000 
4  2  84 0.0058061            0.0006100   120 59.500        35505.4302423        35506.7241063        35506.7241063            0.0000000            0.0000000 
4  3  85 0.0061353            0.0004944   128 63.500        37616.2549612        37615.7141334        37649.1236281            0.0000000            0.0000000 
4  4  86 0.0061952            0.0005729   129 64.000        37762.5678546        37762.5678546        37762.5678546            0.0000000            0.0000000 
4  1  87 0.0074954            0.0008262   118 58.500        34838.0181039        34838.8731215        34826.6918597            0.0000000            0.0000000 
4  2  88 0.0065359            0.0004913   123 61.000        36309.5238095        36308.5523529        36352.1182822            0.0000000            0.0000000 
4  3  89 0.0060049            0.0007805   111 55.000        32820.1456021        32821.7589744        32932.0572700            0.0000000            0.0000000 
4  4  90 0.0060736            0.0007630   124 61.500        36466.0539579        36464.9431850        36464.9431850            0.0000000            0.0000000 
4  1  91 0.0064636            0.0009622    96 47.500        28098.1958001        28098.1363550        28091.3932853            0.0000000            0.0000000 
4  2  92 0.0063135            0.0006200   124 61.500        36500.6825331        36501.4182748        36485.5254299            0.0000000            0.0000000 
4  3  93 0.0070648            0.0004667   118 58.500        34942.0618803        34943.3681468        34897.8839979            0.0000000            0.0000000 
4  4  94 0.0061778            0.0006239   120 59.500        35332.5415677        35332.9070300        35392.9883526            0.0000000            0.0000000 
4  1  95 0.0069026            0.0006332   122 60.500        35667.9636835        35668.5292338        35668.5292338            0.0000000            0.0000000 
4  2  96 0.0064097            0.0006160   125 62.000        36968.5767098        36968.6700293        36980.6660298            0.0000000            0.0000000 
4  3  97 0.0063676            0.0004984   122 60.500        35964.8079895        35965.2786885        35903.6715217            0.0000000            0.0000000 
4  4  98 0.0067880            0.0004856   126 62.500        36991.0037879        36990.3729152        36990.3729152            0.0000000            0.0000000 
4  1  99 0.0066313            0.0009489   115 57.000        33854.0119974        33854.3128674        33913.7951003            0.0000000            0.0000000 
4  2 100 0.0058673            0.0007301   121 60.000        35394.0537990        35393.2292455        35393.2292455            0.0000000            0.0000000 
4  3 101 0.0058801            0.0005011   129 64.000        38127.0106041        38126.5325172        38114.3130217            0.0000000            0.0000000 
