        30.92	             1	             -95.106	        1.4507074598	        0.0000000048	      183.3210839870	        0.0033048005
        30.92	             3	             -95.106	        1.4507076227	        0.0000000119	      183.4333456747	        0.0081802675
        30.92	             5	             -95.106	        1.4507077335	        0.0000000053	      183.5097687079	        0.0036345742
        30.92	             7	             -95.106	        1.4507078158	        0.0000000025	      183.5664944005	        0.0017574276
        30.92	             9	             -95.106	        1.4507078260	        0.0000000047	      183.5735612325	        0.0032709810
        30.92	             11	             -95.106	        1.4507077866	        0.0000000053	      183.5463648406	        0.0036213128
        30.92	             13	             -95.106	        1.4507077219	        0.0000000048	      183.5017603790	        0.0032897743
        30.92	             15	             -95.106	        1.4507076296	        0.0000000060	      183.4381065105	        0.0041675538
        30.92	             17	             -95.106	        1.4507074870	        0.0000000032	      183.3397913305	        0.0022364861
        30.92	             19	             -95.106	        1.4507073695	        0.0000000063	      183.2587732678	        0.0043546050
        30.92	             21	             -95.106	        1.4507072754	        0.0000000035	      183.1939382412	        0.0024450322
        30.92	             23	             -95.106	        1.4507072196	        0.0000000052	      183.1554543809	        0.0035535267
        30.92	             25	             -95.106	        1.4507072081	        0.0000000038	      183.1475107375	        0.0025983486
        30.92	             27	             -95.106	        1.4507072255	        0.0000000027	      183.1595457097	        0.0018747809
        30.92	             29	             -95.106	        1.4507072615	        0.0000000040	      183.1843144458	        0.0027845763
        30.92	             31	             -95.106	        1.4507073587	        0.0000000031	      183.2513278836	        0.0021364202
