         30.902	               0.000	             -95.106	        1.4506967602	        0.0000000218	      175.9442434682	        0.0150591977
         30.308	               6.029	             -95.106	        1.4506969107	        0.0000000089	      176.0480399423	        0.0061253063
         28.549	              11.826	             -95.106	        1.4506970109	        0.0000000040	      176.1171110970	        0.0027347111
         25.694	              17.168	             -95.106	        1.4506971191	        0.0000000046	      176.1917252684	        0.0031805770
         21.851	              21.851	             -95.106	        1.4506971994	        0.0000000050	      176.2470597820	        0.0034596559
         17.168	              25.694	             -95.106	        1.4506972945	        0.0000000043	      176.3126141450	        0.0029469612
         11.826	              28.549	             -95.106	        1.4506973966	        0.0000000076	      176.3830251663	        0.0052235316
          6.029	              30.308	             -95.106	        1.4506974918	        0.0000000032	      176.4486432797	        0.0022142088
         -0.000	              30.902	             -95.106	        1.4506975617	        0.0000000062	      176.4968465182	        0.0042546574
         -6.029	              30.308	             -95.106	        1.4506975843	        0.0000000041	      176.5124455160	        0.0028381210
        -11.826	              28.549	             -95.106	        1.4506975811	        0.0000000038	      176.5102111535	        0.0025899661
        -17.168	              25.694	             -95.106	        1.4506975374	        0.0000000044	      176.4800809244	        0.0030251219
        -21.851	              21.851	             -95.106	        1.4506974854	        0.0000000049	      176.4442538491	        0.0034059507
        -25.694	              17.168	             -95.106	        1.4506974094	        0.0000000041	      176.3918797793	        0.0028251532
        -28.549	              11.826	             -95.106	        1.4506973701	        0.0000000036	      176.3647360587	        0.0025052454
        -30.308	               6.029	             -95.106	        1.4506973184	        0.0000000055	      176.3291288057	        0.0037892507
        -30.902	              -0.000	             -95.106	        1.4506972686	        0.0000000067	      176.2947478218	        0.0046054225
        -30.308	              -6.029	             -95.106	        1.4506971960	        0.0000000058	      176.2447461088	        0.0039928782
        -28.549	             -11.826	             -95.106	        1.4506971466	        0.0000000054	      176.2106632858	        0.0037498078
        -25.694	             -17.168	             -95.106	        1.4506971189	        0.0000000054	      176.1915447552	        0.0037010938
        -21.851	             -21.851	             -95.106	        1.4506971089	        0.0000000049	      176.1846934935	        0.0034037705
        -17.168	             -25.694	             -95.106	        1.4506971270	        0.0000000094	      176.1971436892	        0.0065059643
        -11.826	             -28.549	             -95.106	        1.4506971082	        0.0000000058	      176.1841838242	        0.0039934976
         -6.029	             -30.308	             -95.106	        1.4506971336	        0.0000000048	      176.2017139127	        0.0033163036
          0.000	             -30.902	             -95.106	        1.4506971374	        0.0000000044	      176.2043253155	        0.0030618859
          6.029	             -30.308	             -95.106	        1.4506971622	        0.0000000054	      176.2214293141	        0.0036963576
         11.826	             -28.549	             -95.106	        1.4506971921	        0.0000000031	      176.2420117227	        0.0021277085
         17.168	             -25.694	             -95.106	        1.4506972545	        0.0000000028	      176.2850840426	        0.0019049003
         21.851	             -21.851	             -95.106	        1.4506973148	        0.0000000069	      176.3266282574	        0.0047873290
         25.694	             -17.168	             -95.106	        1.4506973596	        0.0000000077	      176.3575229992	        0.0053098661
         28.549	             -11.825	             -95.106	        1.4506974310	        0.0000000082	      176.4067538589	        0.0056788919
         30.308	              -6.029	             -95.106	        1.4506975293	        0.0000000081	      176.4745338978	        0.0056031170
